rank_overall,performance,date,length,name,nationality,yob,rank_edition,gender,rank_gender,age_cat,rank_cat,finish_hours,year,tier
186,20:29:00 h,25.-31.03.2007,221km/6stages,"Olmo, Marco",ITA,1948.0,9,M,9,M55,1,20.483333333333334,2007,ELITE
187,20:29:19 h,22.-28.04.1991,219km/6stages,"Radif, Abdelkader",MAR,,8,M,8,#NA,,20.488611111111112,1991,ELITE
188,20:30:32 h,29.03.-04.04.1998,229km/6stages,"Akhdar, Brahim",MAR,,9,M,9,#NA,,20.50888888888889,1998,ELITE
189,20:31:07 h,22.-28.04.1991,219km/6stages,"Abouloula, Ettagni",MAR,,9,M,9,#NA,,20.51861111111111,1991,ELITE
190,20:35:23 h,05.-11.04.2015,249km/6stages,"El Mouaziz, Abdelkader",MAR,1969.0,2,M,2,M45,1,20.58972222222222,2015,ELITE
191,20:35:53 h,09.-15.04.2017,250km/6stages,"Baghazza, Abdelaziz",MAR,1995.0,4,M,4,M20,3,20.598055555555554,2017,ELITE
192,20:36:30 h,02.-12.04.2010,245km/6stages,"Al-Aqra, Salameh",JOR,1970.0,2,M,2,M40,1,20.608333333333334,2010,ELITE
193,20:37:02 h,05.-15.04.2013,250.7km/6stages,"El Akad, Aziz",MAR,1968.0,5,M,5,M45,1,20.61722222222222,2013,ELITE
194,20:37:09 h,06.-12.04.2014,244km/6stages,"Al-Aqra, Salameh",JOR,1970.0,2,M,2,M40,1,20.61916666666667,2014,ELITE
195,20:37:26 h,04.-10.04.1995,230km/6stages,"Rusek, Tomas",CZE,1948.0,8,M,8,M45,1,20.62388888888889,1995,ELITE
196,20:38:12 h,29.03.-04.04.1998,229km/6stages,"Akhdar, Lhoucine",MAR,1974.0,10,M,10,M20,4,20.636666666666667,1998,ELITE
197,20:38:34 h,15.-24.03.1990,220km/6stages,"Moreau, Eric",FRA,,5,M,5,#NA,,20.642777777777777,1990,ELITE
198,20:41:00 h,08.-14.04.2018,237km/6stages,"Robert, Merile",FRA,1971.0,3,M,3,M45,1,20.683333333333334,2018,ELITE
199,20:42:19 h,04.-14.04.2024,250km/6stages,"El Morabity, Rachid",MAR,1982.0,1,M,1,M40,1,20.705277777777777,2024,ELITE
200,20:42:44 h,04.-14.04.2024,250km/6stages,"El-Morabity, Mohamed",MAR,1992.0,2,M,2,M30,1,20.71222222222222,2024,ELITE
201,20:43:15 h,30.03.-04.04.2009,202.2km/4stages,"Eveno, Lionel",FRA,1963.0,15,M,15,M45,1,20.72083333333333,2009,ELITE
202,20:43:57 h,11.-22.04.1992,231km/6stages,"Balhi, Jamel",FRA,,4,M,4,#NA,,20.732499999999998,1992,ELITE
203,20:44:37 h,04.-14.04.2024,250km/6stages,"Yachou, Aziz",MAR,1993.0,3,M,3,M30,2,20.74361111111111,2024,ELITE
204,20:46:11 h,04.-10.04.1995,230km/6stages,"Jaujou, Luc",FRA,1961.0,9,M,9,M30,2,20.76972222222222,1995,ELITE
205,20:47:04 h,09.-15.04.2006,212km/6stages,"Al Swaiti, Mohammad",JOR,1970.0,12,M,12,M35,5,20.784444444444446,2006,ELITE
206,20:47:10 h,03.-12.04.1988,220km/6stages,"Chassagne, David",FRA,,22,M,22,#NA,,20.78611111111111,1988,ELITE
207,20:47:17 h,04.-10.04.1996,220km/6stages,"Olmo, Marco",ITA,1948.0,3,M,3,M45,1,20.78805555555556,1996,ELITE
208,20:47:24 h,07.-13.04.2019,237km/6stages,"Moudouji, Hammou Mohamed",MAR,1975.0,7,M,7,M40,1,20.790000000000003,2019,ELITE
209,20:48:34 h,03.-12.04.1988,220km/6stages,"Sacleux, Jean-Claude",FRA,1951.0,23,M,23,M35,3,20.809444444444445,1988,ELITE
210,20:49:00 h,19.-25.03.1989,209km/6stages,"Pollet, Benoit",FRA,1963.0,11,M,11,M20,2,20.816666666666666,1989,ELITE
211,20:49:01 h,09.-18.04.1994,220km/6stages,"Jeannin, Daniel",FRA,,11,M,11,#NA,,20.816944444444445,1994,ELITE
212,20:49:44 h,11.-22.04.1992,231km/6stages,"Daviot, Jean-Pierre",FRA,,5,M,5,#NA,,20.828888888888887,1992,ELITE
213,20:50:13 h,09.-15.04.2006,212km/6stages,"Redouan, Mohamed",MAR,1980.0,13,M,13,M20,2,20.836944444444445,2006,ELITE
214,20:50:58 h,06.-12.04.2014,244km/6stages,"Ahansal, Mohamad",MAR,1973.0,3,M,3,M40,2,20.849444444444444,2014,ELITE
215,20:51:47 h,04.-10.04.1995,230km/6stages,"Tanaka, Masato",JPN,1967.0,10,M,10,M20,4,20.863055555555558,1995,ELITE
216,20:51:57 h,22.-28.04.1991,219km/6stages,"David, Pascal",FRA,,10,M,10,#NA,,20.865833333333335,1991,ELITE
217,20:51:59 h,08.-14.04.2018,237km/6stages,"El Mouaziz, Abdelkader",MAR,1969.0,4,M,4,M45,2,20.866388888888892,2018,ELITE
218,20:52:33 h,15.-24.03.1990,220km/6stages,"Perentin, Ferdinando",ITA,1957.0,6,M,6,M30,2,20.875833333333333,1990,ELITE
219,20:53:01 h,09.-15.04.2017,250km/6stages,"Huaman Quispe, Remigio",PER,1983.0,5,M,5,M30,1,20.88361111111111,2017,ELITE
220,20:54:16 h,09.-18.04.1994,220km/6stages,"Mailly, Noel",FRA,1952.0,12,M,12,M40,3,20.904444444444444,1994,ELITE
221,20:55:47 h,06.-13.04.2025,250km/6stages,"Elmorabity, Rachid",MAR,1982.0,1,M,1,M40,1,20.929722222222225,2025,ELITE
222,20:56:00 h,19.-25.03.1989,209km/6stages,"Preziosi, Modestino",FRA,1962.0,12,M,12,M20,3,20.933333333333334,1989,ELITE
223,20:56:19 h,03.-09.04.2011,250.7km/6stages,"El Morabity, Rachid",MAR,1982.0,1,M,1,M20,1,20.93861111111111,2011,ELITE
224,20:56:55 h,29.03.-04.04.1998,229km/6stages,"Pallares, C. Jose",ESP,,11,M,11,#NA,,20.948611111111113,1998,ELITE
225,20:57:54 h,02.-12.04.1999,225km/6stages,"Basty, Alain",FRA,1956.0,13,M,13,M40,2,20.965,1999,ELITE
226,20:58:04 h,22.-28.04.1991,219km/6stages,"Lerouge, Claude",FRA,,11,M,11,#NA,,20.967777777777776,1991,ELITE
227,20:59:04 h,19.-25.03.1989,209km/6stages,"Rondineau, Alain",FRA,,13,M,13,#NA,,20.984444444444446,1989,ELITE
228,20:59:41 h,05.-15.04.2013,250.7km/6stages,"Akhdar, Lhoucine",MAR,1974.0,6,M,6,M35,2,20.994722222222222,2013,ELITE
229,21:00:50 h,06.-13.04.2025,250km/6stages,"El-Morabity, Mohamed",MAR,1992.0,2,M,2,M30,1,21.01388888888889,2025,ELITE
230,21:01:21 h,10.-16.04.2016,257km/6stages,"El Morabity, Rachid",MAR,1982.0,1,M,1,M30,1,21.022499999999997,2016,ELITE
231,21:02:35 h,04.-10.04.2000,220km/6stages,"Beaumont, Georges",FRA,,7,M,7,#NA,,21.043055555555558,2000,ELITE
232,21:03:37 h,03.-09.04.2011,250.7km/6stages,"Ahansal, Mohamad",MAR,1973.0,2,M,2,M35,1,21.060277777777777,2011,ELITE
233,21:05:38 h,10.-16.04.2016,257km/6stages,"El Mouaziz, Abdelkader",MAR,1969.0,2,M,2,M45,1,21.093888888888888,2016,ELITE
234,21:05:53 h,09.-18.04.1994,220km/6stages,"Accarier, Patrick",FRA,,13,M,13,#NA,,21.098055555555554,1994,ELITE
235,21:06:44 h,30.03.-04.04.2009,202.2km/4stages,"Cosman, Charles",CAN,1983.0,16,M,16,M20,2,21.112222222222222,2009,ELITE
236,21:06:57 h,05.-11.04.2015,249km/6stages,"El Akad, Aziz",MAR,1968.0,3,M,3,M45,2,21.115833333333335,2015,ELITE
237,21:07:13 h,30.03.-05.04.2008,245.3km/6stages,"Aubeso Martinez, Jorge",ESP,1966.0,5,M,5,M40,2,21.12027777777778,2008,ELITE
238,21:08:20 h,04.-10.04.1996,220km/6stages,"Ahansal, Mohamad",MAR,1973.0,4,M,4,M20,1,21.13888888888889,1996,ELITE
239,21:08:40 h,07.-13.04.2002,230km/6stages,"Olmo, Marco",ITA,1948.0,4,M,4,M50,1,21.144444444444446,2002,ELITE
240,21:08:50 h,09.-15.04.2017,250km/6stages,"Akhdar, Samir",MAR,1981.0,6,M,6,M35,2,21.147222222222222,2017,ELITE
241,21:09:00 h,30.03.-04.04.2009,202.2km/4stages,"Vallee, Albert",FRA,1959.0,17,M,17,M50,1,21.15,2009,ELITE
242,21:09:51 h,03.-12.04.1988,220km/6stages,"Vialatte, Jean-Luc",FRA,1965.0,24,M,24,M20,3,21.164166666666667,1988,ELITE
243,21:10:35 h,22.-28.04.1991,219km/6stages,"Delarue, William",FRA,1961.0,12,M,12,M30,1,21.17638888888889,1991,ELITE
244,21:12:33 h,25.03.-04.04.2022,250km/6stages,"Robert, Merile",FRA,1971.0,4,M,4,M50,1,21.209166666666665,2022,ELITE
245,21:13:16 h,30.03.-04.04.2009,202.2km/4stages,"Archer, Theodore",USA,1977.0,18,M,18,M30,1,21.22111111111111,2009,ELITE
246,21:14:32 h,30.03.-05.04.2008,245.3km/6stages,"Akhdar, Samir",MAR,1981.0,6,M,6,M20,1,21.242222222222225,2008,ELITE
247,21:15:32 h,03.-12.04.1988,220km/6stages,"Theuriot, Alex",FRA,,25,M,25,#NA,,21.25888888888889,1988,ELITE
248,21:16:06 h,07.-13.04.2019,237km/6stages,"Elmoustahli, Abdelhadi",MAR,1981.0,8,M,8,M35,2,21.26833333333333,2019,ELITE
249,21:17:08 h,01.-07.04.2001,243km/6stages,"Gozzano, Marco",ITA,1963.0,4,M,4,M35,1,21.285555555555558,2001,ELITE
250,21:17:32 h,03.-09.10.2021,234km/6stages,"El Morabity, Rachid",MAR,1982.0,1,M,1,M35,1,21.292222222222225,2021,ELITE
251,21:17:33 h,09.-15.04.2006,212km/6stages,"Arnier, Thierry",FRA,1959.0,14,M,14,M45,1,21.2925,2006,ELITE
252,21:17:44 h,10.-16.04.2005,245.7km/6stages,"Akhdar, Lhoucine",MAR,1974.0,3,M,3,M30,3,21.295555555555556,2005,ELITE
253,21:17:45 h,29.03.-04.04.1993,200km/6stages,"Morice, Pascal",FRA,,5,M,5,#NA,,21.295833333333334,1993,ELITE
254,21:18:16 h,15.-24.03.1990,220km/6stages,"Marechal, Christophe",FRA,,7,M,7,#NA,,21.304444444444446,1990,ELITE
255,21:18:33 h,15.-24.03.1990,220km/6stages,"Denis, Patrice",FRA,1960.0,8,M,8,M30,3,21.309166666666666,1990,ELITE
256,21:18:50 h,04.-10.04.2000,220km/6stages,"Olmo, Marco",ITA,1948.0,8,M,8,M50,1,21.31388888888889,2000,ELITE
257,21:19:29 h,03.-12.04.1988,220km/6stages,"Villegas, Laurent",FRA,,26,M,26,#NA,,21.32472222222222,1988,ELITE
258,21:19:37 h,25.03.-04.04.2022,250km/6stages,"Tropf, Jordan",USA,1992.0,5,M,5,M30,2,21.326944444444443,2022,ELITE
259,21:19:49 h,07.-12.04.1997,220km/6stages,"Bider, Maurizio",ITA,1964.0,15,M,15,M30,3,21.330277777777777,1997,ELITE
260,21:20:52 h,05.-15.04.2013,250.7km/6stages,"Gomes de Sa, Carlos Alberto",POR,1973.0,7,M,7,M40,4,21.347777777777775,2013,ELITE
261,21:21:22 h,09.-18.04.1994,220km/6stages,"Martin, Pierre",FRA,1966.0,14,M,14,M20,4,21.35611111111111,1994,ELITE
262,21:21:27 h,21.04.-01.05.2023,250km/6stages,"Blanchard, Mathieu Jean-Rene",CAN,1987.0,3,M,3,M35,1,21.3575,2023,ELITE
263,21:22:19 h,03.-12.04.1988,220km/6stages,"Bosser, Andre",FRA,,27,M,27,#NA,,21.371944444444445,1988,ELITE
264,21:24:58 h,06.-12.04.2014,244km/6stages,"Sa, Carlos",POR,1973.0,4,M,4,M40,3,21.41611111111111,2014,ELITE
265,21:25:07 h,09.-18.04.1994,220km/6stages,"Gaubert, Jerome",FRA,1971.0,15,M,15,M20,5,21.41861111111111,1994,ELITE
266,21:26:17 h,03.-12.04.1988,220km/6stages,"Gregoire, Philippe",FRA,,28,M,28,#NA,,21.438055555555557,1988,ELITE
267,21:27:13 h,09.-18.04.1994,220km/6stages,"Radif, Abdelkader",MAR,,16,M,16,#NA,,21.453611111111112,1994,ELITE
268,21:27:53 h,05.-15.04.2013,250.7km/6stages,"Akhdar, Samir",MAR,1981.0,8,M,8,M30,1,21.46472222222222,2013,ELITE
269,21:29:00 h,04.-10.04.2000,220km/6stages,"Corredor Arribas, Jesus Julian",ESP,1959.0,9,M,9,M40,2,21.483333333333334,2000,ELITE
270,21:29:39 h,30.03.-04.04.2009,202.2km/4stages,"Powell, Bryon",USA,1978.0,19,M,19,M30,2,21.49416666666667,2009,ELITE
271,21:29:48 h,01.-07.04.2001,243km/6stages,"Sobhi, Nouredine",FRA,1962.0,5,M,5,M35,2,21.496666666666666,2001,ELITE
272,21:29:53 h,09.-15.04.2017,250km/6stages,"Al-Aqra, Salameh",JOR,1970.0,7,M,7,M45,1,21.498055555555556,2017,ELITE
273,21:30:04 h,02.-12.04.1999,225km/6stages,"Nabialek, Pascal",FRA,,14,M,14,#NA,,21.50111111111111,1999,ELITE
274,21:30:16 h,06.-12.04.2014,244km/6stages,"Kendall, Danny",GBR,1978.0,5,M,5,M35,1,21.504444444444445,2014,ELITE
275,21:31:04 h,30.03.-04.04.2009,202.2km/4stages,"Hirt, Alain",SUI,1968.0,20,M,20,M40,4,21.517777777777777,2009,ELITE
276,21:31:23 h,05.-15.04.2013,250.7km/6stages,"Le Saux, Christophe",FRA,1972.0,9,M,9,M40,5,21.523055555555555,2013,ELITE
277,21:31:23 h,08.-14.04.2018,237km/6stages,"Grinius, Gediminas",LTU,1979.0,5,M,5,M35,2,21.523055555555555,2018,ELITE
278,21:31:41 h,08.-14.04.2018,237km/6stages,"Huaman Quispe, Remigio",PER,1983.0,6,M,6,M35,3,21.528055555555554,2018,ELITE
279,21:32:12 h,03.-09.10.2021,234km/6stages,"El-Morabity, Mohamed",MAR,1992.0,2,M,2,M20,1,21.53666666666667,2021,ELITE
280,21:33:24 h,07.-13.04.2019,237km/6stages,"Fraguela Breijo, Alejandro",ESP,1976.0,9,M,9,M40,2,21.55666666666667,2019,ELITE
281,21:33:45 h,22.-28.04.1991,219km/6stages,"Kassmi, Ali",MAR,,13,M,13,#NA,,21.5625,1991,ELITE
282,21:34:27 h,03.-12.04.1988,220km/6stages,"Converso, Claude",FRA,1949.0,29,M,29,M35,4,21.574166666666667,1988,ELITE
283,21:35:22 h,04.-10.04.1995,230km/6stages,"Reymann, Beatrice",FRA,1955.0,11,F,1,W40,1,21.589444444444442,1995,ELITE
284,21:35:31 h,29.03.-04.04.1998,229km/6stages,"Motzo, Massimiliano",ITA,1964.0,12,M,12,M30,2,21.591944444444444,1998,ELITE
285,21:35:33 h,25.-31.03.2007,221km/6stages,"Benmrad, Lofti",TUN,1972.0,10,M,10,M35,3,21.592499999999998,2007,ELITE
286,21:37:12 h,25.-31.03.2007,221km/6stages,"Eveno, Lionel",FRA,1963.0,11,M,11,M40,3,21.62,2007,ELITE
287,21:38:17 h,08.-14.04.2012,250.7km/6stages,"El Akad, Aziz",MAR,1968.0,3,M,3,M40,2,21.638055555555557,2012,ELITE
288,21:38:27 h,11.-17.04.2004,237km/6stages,"Ait Amar, Mustapha",MAR,1974.0,4,M,4,M30,4,21.640833333333333,2004,ELITE
289,21:39:31 h,25.-31.03.2007,221km/6stages,"Gantioler, Hubert",AUT,1963.0,12,M,12,M40,4,21.65861111111111,2007,ELITE
290,21:39:34 h,07.-12.04.1997,220km/6stages,"Prosperi, Mauro",ITA,1955.0,16,M,16,M40,2,21.659444444444443,1997,ELITE
291,21:40:37 h,07.-13.04.2019,237km/6stages,"Gacon, Nicolas",FRA,1990.0,10,M,10,M20,3,21.676944444444445,2019,ELITE
292,21:40:55 h,04.-10.04.1996,220km/6stages,"Ahansal, Lahcen",MAR,1971.0,5,M,5,M20,2,21.681944444444447,1996,ELITE
293,21:41:13 h,05.-11.04.2015,249km/6stages,"Akhdar, Samir",MAR,1981.0,4,M,4,M30,2,21.686944444444446,2015,ELITE
294,21:41:16 h,09.-15.04.2017,250km/6stages,"Capo Soler, Miguel",ESP,1974.0,8,M,8,M40,1,21.68777777777778,2017,ELITE
295,21:42:03 h,03.-12.04.1987,220km/6stages,"Gailliez, Michel",FRA,,2,M,2,#NA,,21.700833333333332,1987,ELITE
296,21:42:06 h,03.-09.04.2011,250.7km/6stages,"Al-Aqra, Salameh",JOR,1970.0,3,M,3,M40,1,21.701666666666664,2011,ELITE
297,21:42:40 h,25.03.-04.04.2022,250km/6stages,"Chorier, Julien",FRA,1980.0,6,M,6,M40,2,21.711111111111112,2022,ELITE
298,21:43:39 h,11.-22.04.1992,231km/6stages,"Mailly, Noel",FRA,1952.0,6,M,6,M40,1,21.7275,1992,ELITE
299,21:43:44 h,03.-12.04.1988,220km/6stages,"Merienne, Jean-Jacques",FRA,1953.0,30,M,30,M35,5,21.728888888888886,1988,ELITE
300,21:43:46 h,29.03.-04.04.1993,200km/6stages,"Mailly, Noel",FRA,1952.0,6,M,6,M40,1,21.729444444444443,1993,ELITE
301,21:44:27 h,08.-14.04.2012,250.7km/6stages,"Gomes de Sa, Carlos Alberto",POR,1973.0,4,M,4,M35,2,21.740833333333335,2012,ELITE
302,21:45:14 h,02.-12.04.1999,225km/6stages,"Le Mauff, Didier",FRA,1966.0,15,M,15,M30,3,21.753888888888888,1999,ELITE
303,21:45:44 h,07.-12.04.1997,220km/6stages,"Basty, Alain",FRA,1956.0,17,M,17,M40,3,21.76222222222222,1997,ELITE
304,21:46:03 h,05.-15.04.2013,250.7km/6stages,"Kendall, Danny",GBR,1978.0,10,M,10,M35,3,21.7675,2013,ELITE
305,21:46:16 h,09.-15.04.2006,212km/6stages,"David, Jacques",FRA,1964.0,15,M,15,M40,3,21.77111111111111,2006,ELITE
306,21:46:19 h,11.-17.04.2004,237km/6stages,"Plantin, Eric",FRA,1963.0,5,M,5,M40,1,21.771944444444443,2004,ELITE
307,21:46:26 h,05.-11.04.2015,249km/6stages,"Al-Aqra, Salameh",JOR,1970.0,5,M,5,M45,3,21.773888888888887,2015,ELITE
308,21:47:28 h,04.-10.04.2000,220km/6stages,"Hinet, Jacques",FRA,1963.0,10,M,10,M35,2,21.791111111111114,2000,ELITE
309,21:48:06 h,07.-13.04.2019,237km/6stages,"Chorier, Julien",FRA,1980.0,11,M,11,M35,3,21.801666666666666,2019,ELITE
310,21:49:03 h,02.-12.04.1999,225km/6stages,"Nugre, Dominique",FRA,1962.0,16,M,16,M35,4,21.8175,1999,ELITE
311,21:49:44 h,06.-12.04.2003,243km/6stages,"Ait Amar, Mustapha",MAR,1974.0,4,M,4,M20,2,21.828888888888887,2003,ELITE
312,21:50:11 h,04.-10.04.2000,220km/6stages,"Fattaccioli, Emmanuel",FRA,1970.0,11,M,11,M30,1,21.836388888888887,2000,ELITE
313,21:51:29 h,22.-28.04.1991,219km/6stages,"Preziosi, Modestino",FRA,1962.0,14,M,14,M20,1,21.858055555555556,1991,ELITE
314,21:54:07 h,30.03.-05.04.2008,245.3km/6stages,"Akhdar, Lhoucine",MAR,1974.0,7,M,7,M30,2,21.901944444444442,2008,ELITE
315,21:54:22 h,04.-10.04.1995,230km/6stages,"Ginter, Christian",FRA,1954.0,12,M,11,M40,1,21.90611111111111,1995,ELITE
316,21:54:38 h,04.-10.04.1995,230km/6stages,"Blanc, Gilles",FRA,,13,M,12,#NA,,21.910555555555554,1995,ELITE
317,21:54:41 h,05.-11.04.2015,249km/6stages,"Martinez Fernandez, Jose Manuel (Chema)",ESP,1971.0,6,M,6,M40,1,21.911388888888887,2015,ELITE
318,21:54:52 h,22.-28.04.1991,219km/6stages,"Frussotte, Monique",FRA,1948.0,15,F,1,W40,1,21.91444444444444,1991,ELITE
319,21:55:08 h,11.-17.04.2004,237km/6stages,"Zaid, Abdessadek",MAR,1975.0,6,M,6,M20,1,21.91888888888889,2004,ELITE
320,21:55:26 h,29.03.-04.04.1993,200km/6stages,"Mosta, Karim",MAR,1954.0,7,M,7,M35,1,21.92388888888889,1993,ELITE
321,21:56:04 h,06.-12.04.2014,244km/6stages,"Salaris, Antonio Filippo",ITA,1971.0,6,M,6,M40,4,21.934444444444445,2014,ELITE
322,21:56:15 h,22.-28.04.1991,219km/6stages,"Roy, Jean-Jacques",FRA,1953.0,16,M,15,M35,4,21.9375,1991,ELITE
323,21:56:43 h,02.-12.04.1999,225km/6stages,"Brändle, Beat",SUI,,17,M,17,#NA,,21.94527777777778,1999,ELITE
324,21:58:02 h,10.-16.04.2005,245.7km/6stages,"Bonaudo, Samuel",FRA,1972.0,4,M,4,M30,4,21.96722222222222,2005,ELITE
325,21:58:35 h,30.03.-04.04.2009,202.2km/4stages,"Vachon, Christian",CAN,1976.0,21,M,21,M30,3,21.976388888888888,2009,ELITE
326,21:58:46 h,08.-14.04.2012,250.7km/6stages,"Trincheri, Lorenzo",ITA,1970.0,5,M,5,M40,3,21.979444444444443,2012,ELITE
327,21:59:40 h,04.-10.04.1995,230km/6stages,"Charles, Frederic",FRA,,14,M,13,#NA,,21.994444444444447,1995,ELITE
328,22:01:36 h,04.-10.04.1995,230km/6stages,"Balhi, Jamel",FRA,,15,M,14,#NA,,22.026666666666667,1995,ELITE
329,22:02:06 h,06.-12.04.2003,243km/6stages,"Gozzano, Marco",ITA,1963.0,5,M,5,M40,1,22.035,2003,ELITE
330,22:03:04 h,08.-14.04.2012,250.7km/6stages,"Le Saux, Christophe",FRA,1972.0,6,M,6,M40,4,22.051111111111112,2012,ELITE
331,22:03:05 h,19.-25.03.1989,209km/6stages,"Pol, Yves",FRA,1953.0,14,M,14,M35,4,22.05138888888889,1989,ELITE
332,22:04:18 h,09.-18.04.1994,220km/6stages,"Kassmi, Ali",MAR,,17,M,17,#NA,,22.071666666666665,1994,ELITE
333,22:05:42 h,25.-31.03.2007,221km/6stages,"Gazzola, Marco",SUI,1971.0,13,M,13,M35,4,22.095,2007,ELITE
334,22:06:12 h,11.-17.04.2004,237km/6stages,"Olmo, Marco",ITA,1948.0,7,M,7,M55,1,22.103333333333335,2004,ELITE
335,22:06:20 h,01.-07.04.2001,243km/6stages,"Diehl, Gilles",FRA,1960.0,6,M,6,M40,1,22.105555555555558,2001,ELITE
336,22:06:32 h,22.-28.04.1991,219km/6stages,"Osmani, Rachid",FRA,,17,M,16,#NA,,22.10888888888889,1991,ELITE
337,22:07:09 h,09.-15.04.2006,212km/6stages,"Balard, Patrice",FRA,1965.0,16,M,16,M40,4,22.11916666666667,2006,ELITE
338,22:07:11 h,29.03.-04.04.1998,229km/6stages,"Grillo, Michel",FRA,1952.0,13,M,13,M45,1,22.119722222222222,1998,ELITE
339,22:07:18 h,08.-14.04.2018,237km/6stages,"Fraguela Breijo, Alejandro",ESP,1976.0,7,M,7,M40,1,22.121666666666666,2018,ELITE
340,22:07:30 h,10.-16.04.2016,257km/6stages,"El Akad, Aziz",MAR,1968.0,3,M,3,M45,2,22.125,2016,ELITE
341,22:07:32 h,07.-12.04.1997,220km/6stages,"Nugre, Dominique",FRA,1962.0,18,M,18,M35,3,22.125555555555557,1997,ELITE
342,22:07:48 h,11.-17.04.2004,237km/6stages,"Vallee, Albert",FRA,1959.0,8,M,8,M45,1,22.13,2004,ELITE
343,22:07:49 h,06.-12.04.2014,244km/6stages,"El Mouaziz, Abdelkader",MAR,1969.0,7,M,7,M45,1,22.130277777777778,2014,ELITE
344,22:07:57 h,19.-25.03.1989,209km/6stages,"Michel, Alexis",FRA,,15,M,15,#NA,,22.1325,1989,ELITE
345,22:08:01 h,09.-15.04.2006,212km/6stages,"Vericel, Thomas",FRA,1975.0,17,M,17,M30,4,22.13361111111111,2006,ELITE
346,22:08:25 h,07.-12.04.1997,220km/6stages,"Ginter, Christian",FRA,1954.0,19,M,19,M40,4,22.140277777777776,1997,ELITE
347,22:09:47 h,30.03.-05.04.2008,245.3km/6stages,"Trincheri, Lorenzo",ITA,1970.0,8,M,8,M35,3,22.163055555555555,2008,ELITE
348,22:09:54 h,29.03.-04.04.1998,229km/6stages,"Nicholson, Gordon",ITA,1952.0,14,M,14,M45,2,22.165,1998,ELITE
349,22:10:07 h,09.-18.04.1994,220km/6stages,"Ginter, Christian",FRA,1954.0,18,M,18,M40,4,22.16861111111111,1994,ELITE
350,22:10:14 h,03.-12.04.1987,220km/6stages,"Jaquaniello, Gerard",FRA,1952.0,3,M,3,M35,2,22.170555555555556,1987,ELITE
351,22:11:16 h,04.-10.04.2000,220km/6stages,"Akhdar, Lhoucine",MAR,1974.0,12,M,12,M20,3,22.18777777777778,2000,ELITE
352,22:11:33 h,03.-12.04.1988,220km/6stages,"Dumont, Alain",FRA,,31,M,31,#NA,,22.1925,1988,ELITE
353,22:11:45 h,10.-16.04.2005,245.7km/6stages,"Ait Amar, Mustapha",MAR,1974.0,5,M,5,M30,5,22.195833333333333,2005,ELITE
354,22:12:34 h,08.-14.04.2012,250.7km/6stages,"Salaris, Antonio Filippo",ITA,1971.0,7,M,7,M40,5,22.209444444444443,2012,ELITE
355,22:12:44 h,22.-28.04.1991,219km/6stages,"Lerouge, Marc",FRA,1962.0,18,M,17,M20,2,22.21222222222222,1991,ELITE
356,22:12:52 h,30.03.-04.04.2009,202.2km/4stages,"Debaucheron, Fabien",FRA,1972.0,22,M,22,M35,10,22.214444444444442,2009,ELITE
357,22:13:15 h,04.-10.04.2000,220km/6stages,"Akhdar, Brahim",MAR,,13,M,13,#NA,,22.22083333333333,2000,ELITE
358,22:13:22 h,25.-31.03.2007,221km/6stages,"Deshaies, Eric",CAN,1973.0,14,M,14,M30,4,22.222777777777775,2007,ELITE
359,22:14:45 h,02.-12.04.1999,225km/6stages,"Grillo, Michel",FRA,1952.0,18,M,18,M45,1,22.245833333333334,1999,ELITE
360,22:16:33 h,02.-12.04.1999,225km/6stages,"Rogers, James",GBR,,19,M,19,#NA,,22.27583333333333,1999,ELITE
361,22:17:14 h,22.-28.04.1991,219km/6stages,"Jaouen, Jean-Benoit",FRA,1958.0,19,M,18,M30,2,22.287222222222223,1991,ELITE
362,22:17:53 h,07.-13.04.2002,230km/6stages,"Nugre, Dominique",FRA,1962.0,5,M,5,M40,2,22.298055555555557,2002,ELITE
363,22:18:24 h,29.03.-04.04.1993,200km/6stages,"Grillo, Michel",FRA,1952.0,8,M,8,M40,2,22.30666666666667,1993,ELITE
364,22:18:48 h,09.-18.04.1994,220km/6stages,"Tangerner, Georg",AUT,1939.0,19,M,19,M55,1,22.313333333333333,1994,ELITE
365,22:19:39 h,09.-15.04.2017,250km/6stages,"Symonds, Andrew",GBR,1981.0,9,M,9,M35,3,22.3275,2017,ELITE
366,22:19:50 h,25.-31.03.2007,221km/6stages,"Knaus, Marcel",SUI,1969.0,15,M,15,M35,5,22.330555555555556,2007,ELITE
367,22:19:51 h,04.-10.04.1995,230km/6stages,"Bey, Marc",FRA,,16,M,15,#NA,,22.330833333333334,1995,ELITE
368,22:20:53 h,30.03.-05.04.2008,245.3km/6stages,"Larhalmi, Hamid",MAR,1974.0,9,M,9,M30,3,22.348055555555554,2008,ELITE
369,22:21:43 h,29.03.-04.04.1998,229km/6stages,"Corradini, Claudio",ITA,,15,M,15,#NA,,22.361944444444447,1998,ELITE
370,22:22:19 h,07.-12.04.1997,220km/6stages,"Lagarde, Patrice",FRA,1959.0,20,M,20,M35,4,22.371944444444445,1997,ELITE
371,22:22:31 h,29.03.-04.04.1993,200km/6stages,"Malerba, Mario",ITA,1957.0,9,M,9,M35,2,22.37527777777778,1993,ELITE
372,22:22:54 h,10.-16.04.2005,245.7km/6stages,"Pasquio, David",FRA,1974.0,6,M,6,M30,6,22.381666666666668,2005,ELITE
