event_id,date,name,distance,finishers,year,finishers_n
129604,28.02.2026,Sam's Last Stand (USA),96mi,9,2026,9
125790,28.02.2026,Sycamore Canyon 50k (USA),50km,49,2026,49
128205,28.02.2026,Will Rogers 24/12/6 Hour (USA),12h,19,2026,19
125789,28.02.2026,Sycamore Canyon 100k (USA),100km,14,2026,14
129580,28.02.2026,Atlantic Trail (FRA),50miles,240,2026,240
130420,28.02.-03.03.2026,Xiamen 72 Hour Race (CHN),72h,1,2026,1
128903,28.02.-01.03.2026,Ultra Caballo Blanco Copper Canyon Ultra (MEX),100mi,8,2026,8
128904,28.02.2026,Ultra Caballo Blanco Copper Canyon Ultra (MEX),50mi,121,2026,121
129052,27.02.-01.03.2026,Pangasinan 100-Mile Endurance Run (PHI),100mi,9,2026,9
129697,27.02.2026,Sila3vette Ultra 100 km (ITA),100km,13,2026,13
128690,27.-28.02.2026,Big Bloops 24 Hour Ultra Run (USA),24h,21,2026,21
129539,27.02.-01.03.2026,Dark Horse 24/48 Hour Ultra Run (USA),48h,75,2026,75
125982,27.-28.02.2026,Orcas Island 100 Mile Race (USA),100mi,62,2026,62
129568,27.02.-01.03.2026,Grandmaster Ultras 100 Mile Run (USA),100mi,39,2026,39
129862,27.02.-01.03.2026,Grandmaster Ultras 100 Km Run (USA),100km,12,2026,12
129630,27.02.2026,Praying for blessings at temples Ultra Run (TPE),46km,10,2026,10
129696,25.02.2026,Sila3vette 260 km aria (ITA),260km,2,2026,2
122270,23.-27.02.2026,Ultra X Tanzania (TAN),224km/5Etappen,38,2026,38
125040,22.02.2026,North Downs Ridge 50km Ultra Race (GBR),50km,160,2026,160
123561,22.02.2026,Ultra Tour des Côtes d'Armor (UTCA) 48 km (FRA),48km,269,2026,269
123560,22.02.2026,Ultra Tour des Côtes d'Armor (UTCA) 60 km (FRA),60km,261,2026,261
120750,22.02.2026,Hahnenkammsee Ultra Trail HUT50 (GER),50km,19,2026,19
125039,22.02.2026,St. Peters Way Ultra (GBR),42mi,44,2026,44
116694,22.02.2026,Andersen MarathonTrail (ITA),46km,194,2026,194
130126,22.02.2026,Guilin Trail - Ziyuan 65 (CHN),65km,263,2026,263
128931,22.02.2026,4. RH1000 Ultra (GER),45km,11,2026,11
123789,22.-27.02.2026,Swammie Shuffle 200 (USA),200mi,16,2026,16
123562,22.02.2026,Ultra Tour des Côtes d'Armor (UTCA) 92 km (FRA),92km,231,2026,231
129010,22.02.2026,AIM Trail Extreme (ITA),58km,173,2026,173
116519,22.02.2026,Stories Ultra 6 Hour Run (USA),6h,3,2026,3
129633,22.02.2026,Ultra Trace de Guadeloupe - T55 (FRA),55km,94,2026,94
129407,22.02.2026,Tour New Year Ultra Run Stage Race - 9.Lianhua Temple (TPE),45km,18,2026,18
126815,22.02.2026,Essener Rhein-Herne-Kanal Marathon (GER),50km,17,2026,17
129394,22.02.2026,Essener Rhein-Herne-Kanal Marathon - 71km (GER),71km,12,2026,12
121929,21.02.2026,Sri Chinmoy 100km Road Race Canberra  (AUS),100km,38,2026,38
129373,21.02.2026,Sri Chinmoy 100km Road Race Canberra  - 50km Split (AUS),50km,38,2026,38
129374,21.02.2026,Sri Chinmoy 50km Road Race Canberra  (AUS),50km,35,2026,35
124817,21.-22.02.2026,Endurance 24 h Ultrarun Espoo (FIN),24h,85,2026,85
129436,21.02.2026,Endurance 24 h Ultrarun Espoo - 12h Split (FIN),12h,85,2026,85
129437,21.02.2026,Endurance 24 h Ultrarun Espoo - 6h Split (FIN),6h,54,2026,54
129438,21.-22.02.2026,Endurance 24 h Ultrarun Espoo - 100mi Split (FIN),100mi,16,2026,16
129439,21.-22.02.2026,Endurance 24 h Ultrarun Espoo - 100km Split (FIN),100km,63,2026,63
129440,21.-22.02.2026,Endurance 24 h Ultrarun Espoo - 50km Split (FIN),50km,82,2026,82
129441,21.-22.02.2026,Endurance 24 h Ultrarun Espoo NC (FIN),24h,34,2026,34
129442,21.02.2026,Endurance 24 h Ultrarun Espoo NC - 12h Split (FIN),12h,34,2026,34
129443,21.02.2026,Endurance 24 h Ultrarun Espoo NC - 6h Split (FIN),6h,33,2026,33
129444,21.-22.02.2026,Endurance 24 h Ultrarun Espoo NC - 100mi Split (FIN),100mi,18,2026,18
129445,21.-22.02.2026,Endurance 24 h Ultrarun Espoo NC - 100km Split (FIN),100km,29,2026,29
129446,21.-22.02.2026,Endurance 24 h Ultrarun Espoo NC - 50km Split (FIN),50km,34,2026,34
116752,21.02.2026,Gretel hilft! 2026 (6h-Indoor-Spendenlauf) (GER),6h,39,2026,39
128730,21.02.2026,Backyard Extrema Montalto di Castro (ITA),34h,43,2026,43
122856,21.02.2026,Run The Lighthouse 50km (AUS),50km,20,2026,20
129704,21.02.2026,Trail de la Siberie - 50km (BEL),52km,265,2026,265
121998,21.02.2026,6-Stundenlauf Laubach (GER),6h,33,2026,33
130108,21.02.2026,Teveltunet Vinterbackyard (NOR),12h,17,2026,17
125762,21.-22.02.2026,FarmDaze 24 Hour Run (USA),24h,54,2026,54
125763,21.02.2026,FarmDaze 12 Hour Run (USA),12h,22,2026,22
125764,21.02.2026,FarmDaze 6 Hour Run (USA),6h,15,2026,15
125811,21.-22.02.2026,Jackalope Jam 24 Hour Race Ruck (USA),24h,2,2026,2
121757,21.02.2026,Jackalope Jam 6 Hour Race (USA),6h,6,2026,6
121758,21.02.2026,Jackalope Jam 12 Hour Race (USA),12h,18,2026,18
121759,21.-22.02.2026,Jackalope Jam 24 Hour Race (USA),24h,35,2026,35
126388,21.02.2026,Cabin Fever 50 km Race (USA),50km,280,2026,280
124827,21.02.2026,Winter Railway Ultra 37mi (GBR),37mi,7,2026,7
122637,21.02.2026,Jackpot Ultra Running Festival 50 Mile Race (USA),50mi,28,2026,28
122638,21.02.2026,Jackpot Ultra Running Festival 100km Race (USA),100km,12,2026,12
122639,21.02.2026,Jackpot Ultra Running Festival 6 Hour Race (USA),6h,18,2026,18
128167,21.02.2026,Run The Lighthouse 70km (AUS),70km,10,2026,10
129629,21.-22.02.2026,Macaxeira Backyard Ultra (BRA),21h,13,2026,13
123231,21.02.2026,100km del Conero - 5° Memorial Mimmo Strazzullo (ITA),100km,116,2026,116
123232,21.02.2026,50km del Conero - 5° Memorial Mimmo Strazzullo (ITA),50km,173,2026,173
122640,21.-15.02.2026,Jackpot Ultra Running Festival 100 Mile Race (USA),100mi,60,2026,60
122641,21.-15.02.2026,Jackpot Ultra Running Festival 100 Mile Race - regular course (USA),100mi,29,2026,29
122642,21.-15.02.2026,Jackpot Ultra Running Festival 24 Hour Race (USA),24h,13,2026,13
122643,21.02.2026,Jackpot Ultra Running Festival 12 Hour Race (USA),12h,41,2026,41
125978,21.02.2026,Fire and Ice Winter Run (USA),50km,7,2026,7
125984,21.02.2026,Moab Red Hot 50 Mile (USA),50mi,45,2026,45
125985,21.02.2026,Moab Red Hot 55k (USA),55km,175,2026,175
129324,21.02.2026,Turquoise Trail Ultra (USA),50km,34,2026,34
122700,21.02.2026,FOURmidable 50K (USA),50km,150,2026,150
122701,21.02.2026,Angry Tortoise 50K (USA),50km,27,2026,27
122709,21.-22.02.2026,Cheraw 24 Hour (USA),24h,15,2026,15
129369,21.02.2026,Mt Yonah Vertical Race (USA),50km,27,2026,27
125795,21.02.2026,Lord Hill Trail Run (USA),50km,37,2026,37
125796,21.02.2026,Run Toto Run Psycho Wyco 50K (USA),50km,48,2026,48
125797,21.02.2026,Montara Mountain 50 km Trail Run (USA),50km,21,2026,21
125801,21.02.2026,Febapple Frozen 50 km (USA),50km,19,2026,19
129435,21.02.2026,Punch Out Ultra (USA),8h,15,2026,15
125143,21.02.2026,Cupid's Gauntlet (USA),60km,17,2026,17
129705,21.02.2026,Trail de la Siberie - 75km (BEL),76km,139,2026,139
125986,21.02.2026,Swamp 50 km Trail Race (USA),50km,21,2026,21
129371,21.02.2026,Queen Anne's Revenge Ultra (USA),50km,47,2026,47
125968,21.02.2026,Red Dirt Ultra 50 Km (USA),50km,70,2026,70
116521,21.02.2026,Stories Ultra 15 Hour Run (USA),15h,36,2026,36
125779,21.-22.02.2026,Holly Springs Race Against the Sun (USA),24h,28,2026,28
125780,21.02.2026,Holly Springs Race Against the Sun - 12h Day Run (USA),12h,42,2026,42
122711,21.02.2026,Painted Horse Urban Ultra (USA),50km,4,2026,4
125783,21.02.2026,Holly Springs Race Against the Sun - 12h Day Run Ruck (USA),12h,1,2026,1
129370,21.02.2026,Frosty Loop (USA),6h,2,2026,2
125800,21.02.2026,Febapple Frozen 50 Mile (USA),50mi,10,2026,10
125949,21.02.2026,In the Woods 30A 50km Race (USA),50km,81,2026,81
129372,21.02.2026,Goliath's 50 (USA),50km,18,2026,18
125160,21.02.2026,Goliath's 50 (USA),50mi,10,2026,10
121114,21.02.2026,Ultra Trail Run Australia - UTRA50 (AUS),51.6km,93,2026,93
129585,21.02.2026,Takanya Trail (AUS),62km,19,2026,19
124762,21.02.2026,Shotover Moonlight Ultra (NZL),56km,32,2026,32
118127,21.-22.02.2026,Oscars 51 The Archie (AUS),51km,212,2026,212
128817,21.-22.02.2026,Jarakabande Eco Ultra 50 Km (IND),50km,46,2026,46
128818,21.-22.02.2026,Jarakabande Eco Ultra 80 Km (IND),80km,7,2026,7
128820,21.-22.02.2026,Jarakabande Eco Ultra 100 Km (IND),100km,14,2026,14
128821,21.-22.02.2026,Jarakabande Eco Ultra 161 Km (IND),161km,2,2026,2
116836,21.02.2026,Old Ghost Ultra (NZL),85km,273,2026,273
129406,21.02.2026,Tour New Year Ultra Run Stage Race - 8.Guandu (TPE),45km,11,2026,11
125967,21.02.2026,Red Dirt Ultra 100 Km (USA),100km,8,2026,8
125972,21.02.2026,Flat Branch Ultra (USA),50km,107,2026,107
125776,21.-22.02.2026,Froggy Mountain Warrior 100 (USA),100mi,4,2026,4
125015,21.-22.02.2026,The Reverse Ring 71-mile Run (USA),71mi,15,2026,15
125784,21.-22.02.2026,Space Pirate 100 (USA),100mi,17,2026,17
125785,21.-22.02.2026,Space Pirate 50 (USA),50mi,9,2026,9
125786,21.-22.02.2026,Space Pirate 33.3Miles (USA),33.3mi,4,2026,4
125595,21.-22.02.2026,Lake Ouachita Vista Trail Endurance 100 Mile Run (LOViT) (USA),100mi,48,2026,48
125596,21.-22.02.2026,Lake Ouachita Vista Trail Endurance 100 Km Run (LOViT) (USA),100km,24,2026,24
125861,21.02.2026,Running Up For Air - Bozeman (USA),12h,15,2026,15
129706,21.02.2026,Trail de la Siberie - 100km (BEL),101km,87,2026,87
129634,21.-22.02.2026,Ultra Trace de Guadeloupe - UT100 (FRA),100km,52,2026,52
129707,21.02.2026,Trail de la Siberie - 125km (BEL),128km,18,2026,18
125977,21.02.2026,Sandhills Trail & Ultra Festival 50 km Run (USA),50km,33,2026,33
129708,20.02.2026,Ultra Trail de la Sibérie - 160km (BEL),161km,37,2026,37
121760,20.-22.02.2026,Jackalope Jam 48 Hour Race (USA),48h,35,2026,35
122644,20.-14.02.2026,Jackpot Ultra Running Festival 100 Mile Race - US Championship (USA),100mi,24,2026,24
122645,20.-15.02.2026,Jackpot Ultra Running Festival 48 Hour Race (USA),48h,72,2026,72
118126,20.-22.02.2026,Oscars 100 Hut2Hut (AUS),100km,167,2026,167
129405,20.02.2026,Tour New Year Ultra Run Stage Race - 7.Beitou (TPE),45km,9,2026,9
117465,19.-23.02.2026,Legends Trail 350 (BEL),350km,21,2026,21
131000,19.-22.02.2026,La Misión XL 200 Kms (ARG),200km,41,2026,41
131001,19.-22.02.2026,La Misión 160 Kms (ARG),159.4km,46,2026,46
131002,19.-21.02.2026,La Misión 120 Kms (ARG),120km,184,2026,184
131003,19.-20.02.2026,La Misión XL 80 Kms (ARG),80km,105,2026,105
125809,19.-22.02.2026,Jackalope Jam 72 Hour Race Ruck (USA),72h,2,2026,2
121761,19.-22.02.2026,Jackalope Jam 72 Hour Race (USA),72h,9,2026,9
129404,19.02.2026,Tour New Year Ultra Run Stage Race - 6.Xizhi (TPE),45km,14,2026,14
125808,18.-22.02.2026,Jackalope Jam 100 Hour Race Ruck (USA),100h,1,2026,1
121762,18.-22.02.2026,Jackalope Jam 100 Hour Race (USA),100h,21,2026,21
129403,18.02.2026,Tour New Year Ultra Run Stage Race - 5.Hengshan (TPE),45km,7,2026,7
129402,17.02.2026,Tour New Year Ultra Run Stage Race - 4.Hsinchu (TPE),45km,8,2026,8
128327,16.02.2026,Rosenmontagsultra um die Heilenbecker Talsperre (GER),45km,20,2026,20
125804,16.02.2026,Dalmatian Run Fest 33 Mile Monday Run (USA),33.7mi,4,2026,4
129401,16.02.2026,Tour New Year Ultra Run Stage Race - 3.Longtan (TPE),45km,4,2026,4
122698,15.02.2026,Little Su 50 km (USA),50km,20,2026,20
124573,15.02.2026,RuHal - Rund um Halle (Saale) (GER),50km,32,2026,32
128685,15.02.2026,Block-Run Calw (GER),45km,15,2026,15
130128,15.-16.02.2026,Wangwu Mountain 100-kilometer (CHN),100km,80,2026,80
125803,15.02.2026,Dalmatian Run Fest 33 Mile Sunday Run (USA),33.7mi,7,2026,7
125864,15.02.2026,Black Canyon Trail 50 Km Run (USA),50km,849,2026,849
129395,15.02.2026,City Run 60km (AUS),60km,7,2026,7
116442,15.02.2026,City Run 50km (AUS),50km,4,2026,4
129400,15.02.2026,Tour New Year Ultra Run Stage Race - 2.Zhubei (TPE),45km,9,2026,9
129035,15.02.2026,Süchtelner-Höhen-Ultra (GER),100km,6,2026,6
129579,15.02.2026,Castle Trail Bouillon (BEL),50km,164,2026,164
125412,14.-15.02.2026,Sombrero Ultra Running Festival (SURF) (USA),12h,3,2026,3
122872,14.02.2026,6h Dusk to Dawn (AUS),6h,14,2026,14
121107,14.02.2026,Yaberoo Trail Ultra (AUS),50km,89,2026,89
127960,14.02.2026,Actif Epica Ultra Marathon 50 km Race (CAN),50km,20,2026,20
124155,14.02.2026,Snapphaneracet 50 km (SWE),50km,40,2026,40
124156,14.02.2026,Karlstad 6-timmars (SWE),6h,37,2026,37
123327,14.02.2026,Otzberger Karnevalultra (GER),45km,23,2026,23
128765,14.02.2026,Schiller Ultra Grande Amore 50K (HUN),50km,81,2026,81
119766,14.02.2026,Pigs Backyard Ultra (NZL),29h,74,2026,74
129535,14.-16.02.2026,Susitna 100 Mile (USA),100mi,3,2026,3
129345,14.02.2026,Chabot Trail Run (USA),50km,40,2026,40
125938,14.-15.02.2026,Angela Ivory 24 Hour Memorial Run (USA),24h,5,2026,5
125939,14.-15.02.2026,Angela Ivory 100 Mile Memorial Run (USA),100mi,8,2026,8
125940,14.02.2026,Angela Ivory 50K Memorial Run (USA),50km,11,2026,11
122851,14.02.2026,Australian Alpine Ascent 55km (AUS),55km,85,2026,85
121985,14.02.2026,100 km des Mines Réjouies (SUI),100km,12,2026,12
121986,14.02.2026,50 km des Mines Réjouies (SUI),50km,24,2026,24
129550,14.02.2026,Höga Kusten Winter Trail (SWE),50km,49,2026,49
125971,14.02.2026,Run Forest Run 50k Race (USA),50km,26,2026,26
122702,14.02.2026,Skunk Ape's Revenge 60 km (USA),60km,31,2026,31
129164,14.02.2026,Nature Park (USA),50km,18,2026,18
125410,14.-15.02.2026,Sombrero Ultra Running Festival (SURF) (USA),24h,13,2026,13
125413,14.02.2026,Sombrero Ultra Running Festival (SURF) (USA),6h,3,2026,3
125969,14.02.2026,Fort Yargo Thrill In The Hills 54k Race (USA),50km,86,2026,86
116325,14.02.2026,Rocky 50 Km Trail Run (USA),50km,171,2026,171
122850,14.02.2026,Australian Alpine Ascent 80km (AUS),80km,42,2026,42
127959,14.-15.02.2026,Actif Epica Ultra Marathon 115 km Race (CAN),115km,1,2026,1
121696,14.-15.02.2026,Tarawera 100 km Ultramarathon (NZL),103km,777,2026,777
122710,14.02.2026,La Jornada de las Quebradas (USA),53km,12,2026,12
125532,14.02.2026,Groundhog's Lap Race (USA),12h,11,2026,11
125533,14.02.2026,Groundhog's Lap Race (USA),6h,2,2026,2
116324,14.02.2026,Rocky 50 Mile Trail Run (USA),50mi,138,2026,138
125802,14.02.2026,Dalmatian Run Fest 33 Mile Saturday Run (USA),33.7mi,7,2026,7
125863,14.-15.02.2026,Black Canyon Trail 100 Km Run (USA),100km,764,2026,764
129218,14.02.2026,Iron Heart Ultra (USA),100mi,1,2026,1
129220,14.02.2026,Iron Heart Ultra (USA),50mi,2,2026,2
129221,14.02.2026,Iron Heart Ultra (USA),50km,7,2026,7
125411,14.02.2026,Sombrero Ultra Running Festival (SURF) (USA),12h,7,2026,7
116217,14.02.2026,Whispering Pines 12 Hours (USA),12h,49,2026,49
122626,14.-15.02.2026,Outlaw 100 Oklahoma - 50 Mile Run (USA),50mi,10,2026,10
125963,14.02.2026,Holiday Lake 50K++ (USA),50km,126,2026,126
120759,14.02.2026,Brocken-Challenge (GER),80km,166,2026,166
129398,14.-22.02.2026,Tour New Year Ultra Run Stage Race (TPE),405km/9Etappen,1,2026,1
129399,14.02.2026,Tour New Year Ultra Run Stage Race - 1.Baoshan (TPE),45km,18,2026,18
122624,14.-16.02.2026,Outlaw 100 Oklahoma - 100 Mile Run (USA),100mi,11,2026,11
122625,14.-16.02.2026,Outlaw 100 Oklahoma - 135 Mile Run (USA),135mi,2,2026,2
125798,14.02.2026,Hagg Lake Trail Runs 50K (USA),50km,58,2026,58
129232,14.-15.02.2026,Flat Top Mesa 100 Mile Endurance Run (USA),100mi,4,2026,4
129233,14.-15.02.2026,Flat Top Mesa 100 km Endurance Run (USA),100km,2,2026,2
129234,14.02.2026,Flat Top Mesa 50 Mile Endurance Run (USA),50mi,2,2026,2
129235,14.02.2026,Flat Top Mesa 50 km Endurance Run (USA),50km,5,2026,5
122239,14.02.2026,Turbacz Winter Trail (POL),47km,105,2026,105
121697,14.-15.02.2026,Tarawera 100 Mile Endurance Run (NZL),163km,306,2026,306
125817,14.02.2026,Happy Chinese New Year 100 km Race (USA),100km,9,2026,9
124813,14.-15.02.2026,Trails & Tarmac Winter Backyard Ultra (GBR),29h,61,2026,61
125966,14.02.2026,Sylamore Trail 50k Run (USA),50km,86,2026,86
125973,14.02.2026,Woolley Trail Runs 50k (USA),50km,14,2026,14
125975,14.02.2026,The Ranch 50 km Race (USA),50km,88,2026,88
127958,13.-15.02.2026,Actif Epica Ultra Marathon 100 Mile Race (CAN),100mi,1,2026,1
125962,13.-14.02.2026,Elevate 12 Hour Race at First Baptist Church (USA),12h,24,2026,24
125830,13.-14.02.2026,Running Up For Air - Staunton Rocks (USA),24h,10,2026,10
125831,13.02.2026,Running Up For Air - Staunton Rocks Day (USA),12h,7,2026,7
125409,13.-15.02.2026,Sombrero Ultra Running Festival (SURF) (USA),48h,45,2026,45
125832,13.02.2026,Running Up For Air - Staunton Rocks Night (USA),12h,8,2026,8
125833,13.02.2026,Running Up For Air - Staunton Rocks (USA),6h,4,2026,4
129031,08.02.2026,Sparta City Ultra - 6h (GRE),6h,30,2026,30
123880,08.02.2026,Trail des Loups (FRA),59km,168,2026,168
124559,08.02.2026,Daniels Ultralauf (GER),75km,2,2026,2
120747,08.02.2026,Haferberg - Hasenmühle UltraTrail (GER),45km,35,2026,35
130109,08.02.2026,Bislett Indoor Marathon 50km (NOR),50km,36,2026,36
128780,08.02.2026,8h de Charly (FRA),8h,41,2026,41
128004,08.02.2026,Neckarsulmer Wald- und Wengertmarathon (GER),45km,19,2026,19
129051,08.02.2026,Warendorfer Garagen-Backyard (GER),15h,19,2026,19
124567,08.02.2026,Gut Sutthausen Ultramarathon (GER),45km,16,2026,16
129008,08.02.2026,Brunello Crossing (ITA),45km,246,2026,246
122696,08.02.2026,Gone Loco 33 Mile Race (USA),33mi,54,2026,54
122304,08.02.2026,Trail Glazig du Sud Goëlo-Trail 54k (FRA),54km,860,2026,860
124211,08.02.2026,Taipei 6hr Ultra Marathon Sunday Run (TPE),6h,22,2026,22
129787,08.02.2026,Taipei 6hr Ultra Marathon Sunday Run - 50km Split (TPE),50km,14,2026,14
123831,08.02.2026,Le Trail des Ruthènes (FRA),55km,96,2026,96
129009,08.02.2026,Valmaremola Ultra Trail (ITA),54km,157,2026,157
129097,08.02.2026,Fengdong Baidukou Ultra Run (TPE),45km,3,2026,3
124177,08.02.2026,800 Heroes - Territory Southward 104Km (TPE),104km,68,2026,68
124178,08.02.2026,800 Heroes - Territory Southward 64Km (TPE),64km,77,2026,77
128078,08.02.2026,West Seattle Beach Run - Fat Ass (USA),50km,4,2026,4
130460,07.-08.02.2026,Pantanal Ultra 90 Km (BRA),90km,7,2026,7
130461,07.-08.02.2026,Pantanal Ultra 55 Km (BRA),55km,13,2026,13
129036,07.02.2026,La Dion'Xtrem (FRA),12h,66,2026,66
122305,07.-08.02.2026,Trail Glazig du Sud Goëlo-Grand Défi Kinetik (FRA),74km/2Etappen,101,2026,101
121370,07.02.2026,"Ultramaratona de Indaiatuba, 12h (BRA)",12h,33,2026,33
125889,07.02.2026,Beulah Challenge 6 Hour Race (USA),6h,3,2026,3
123545,07.-08.02.2026,La Trace des Maquisards de l'Ain (FRA),100km,520,2026,520
129029,07.-08.02.2026,Sparta City Ultra - 24h (GRE),24h,48,2026,48
129030,07.-08.02.2026,Sparta City Ultra - 12h (GRE),12h,22,2026,22
125888,07.02.2026,Beulah Challenge 9 Hour Race (USA),9h,11,2026,11
124203,07.-08.02.2026,Taipei 24hr Ultra Marathon (TPE),24h,86,2026,86
129776,07.-08.02.2026,Taipei 24hr Ultra Marathon - 12h Split (TPE),12h,86,2026,86
129777,07.-08.02.2026,Taipei 24hr Ultra Marathon - 100mi Split (TPE),100mi,29,2026,29
129778,07.-08.02.2026,Taipei 24hr Ultra Marathon - 100km Split (TPE),100km,74,2026,74
125836,07.02.2026,Running Up For Air - Mt. Sentinel (USA),6h,1,2026,1
129792,07.-09.02.2026,Black Toe 48 Hour Run Ruck (USA),48h,2,2026,2
125882,07.-09.02.2026,Black Toe 48 Hour Run (USA),48h,6,2026,6
125883,07.-08.02.2026,Black Toe 24 Hour Run (USA),24h,26,2026,26
125884,07.02.2026,Black Toe 12 Hour Run (USA),12h,31,2026,31
125885,07.-08.02.2026,Black Toe 24 Hour Run Ruck (USA),24h,7,2026,7
125886,07.02.2026,Black Toe 12 Hour Run Ruck (USA),12h,1,2026,1
127948,07.02.2026,Neckarsulmer Wald- und Wengertmarathon (GER),45km,23,2026,23
124157,07.02.2026,Falsterbo Backyard Ultra Winter (SWE),12h,42,2026,42
122703,07.-08.02.2026,The Raven 24 Hour - 100 Miles Split (USA),100mi,5,2026,5
122705,07.-08.02.2026,The Raven 24 Hour - 100 Km Split (USA),100km,5,2026,5
122706,07.02.2026,The Raven 24 Hour - 50 Miles Split (USA),50mi,7,2026,7
122707,07.-08.02.2026,The Raven 24 Hour (USA),24h,8,2026,8
121292,07.02.2026,UD Ultra Desafio 55 Km Passa Quatro (BRA),55km,136,2026,136
125033,07.02.2026,Hibernal Hills 50 km (GBR),50km,132,2026,132
116290,07.-08.02.2026,TARCtic Frozen Yeti Trail Races (USA),30h,32,2026,32
125534,07.02.2026,The Sparrow (USA),6h,13,2026,13
125814,07.02.2026,Lake of the Woods 50 km Race (USA),50km,13,2026,13
125815,07.02.2026,Lake of the Woods 50 km Race Ruck (USA),50km,13,2026,13
116862,07.-08.02.2026,Myrtle Beach 24 Hour (USA),24h,79,2026,79
125843,07.-08.02.2026,BURT 100 (USA),100mi,5,2026,5
125844,07.-08.02.2026,BURT 110km (USA),110km,4,2026,4
125845,07.02.2026,BURT 55km (USA),55km,40,2026,40
125860,07.02.2026,Mill Stone 50K (USA),50km,55,2026,55
125866,07.-09.02.2026,Death at DuPuis Backyard Ultra (USA),35h,40,2026,40
125881,07.02.2026,Los Lobos Six Hour Challenge (USA),6h,9,2026,9
125891,07.02.2026,Golden Gate 50 km Winter Trail Run (USA),50km,30,2026,30
128213,07.02.2026,Peak to Creek (USA),50km,51,2026,51
125936,07.02.2026,Fort Ord 50K Trail Run (USA),50km,91,2026,91
116218,07.02.2026,Mount Umunhum Trail Run (USA),50km,16,2026,16
122623,07.02.2026,Eagle Ridge 50km (USA),50km,20,2026,20
122627,07.02.2026,Railway 50k (USA),50km,7,2026,7
125032,07.02.2026,Hibernal Hills 50 Miles (GBR),50mi,84,2026,84
125466,07.02.2026,John Dick Memorial 50K (USA),50km,52,2026,52
125029,07.02.2026,Harrogate Hustle Ultra 33mi (GBR),34mi,63,2026,63
121369,07.-22.02.2026,"Ultramaratona de Indaiatuba, 100km (BRA)",100km,6,2026,6
121371,07.-22.02.2026,"Ultramaratona de Indaiatuba, 24h (BRA)",24h,29,2026,29
130771,07.02.2026,"Ultramaratona de Indaiatuba, 6h (BRA)",6h,23,2026,23
130345,07.-08.02.2026,India Backyard Ultra (IND),38h,17,2026,17
128398,07.02.2026,Janosik Winter Race - Spacer Murgrabiego (POL),55km,143,2026,143
124205,07.02.2026,Taipei 12hr Ultra Marathon (TPE),12h,44,2026,44
124206,07.02.2026,Taipei 100km Ultra Marathon (TPE),100km,48,2026,48
124207,07.02.2026,Taipei 50km Ultra Marathon (TPE),50km,21,2026,21
124208,07.02.2026,Taipei 50miles Ultra Marathon (TPE),50mi,7,2026,7
124210,07.02.2026,Taipei 6hr Ultra Marathon Saturday Run (TPE),6h,69,2026,69
129779,07.02.2026,Taipei 12hr Ultra Marathon - 6h Split (TPE),6h,32,2026,32
129780,07.02.2026,Taipei 12hr Ultra Marathon - 100km Split (TPE),100km,10,2026,10
129781,07.02.2026,Taipei 12hr Ultra Marathon - 50mi Split (TPE),50mi,27,2026,27
129785,07.02.2026,Taipei 6hr Ultra Marathon Saturday Run - 50km Split (TPE),50km,49,2026,49
122633,07.02.2026,Elephant Mountain 50 Mile (USA),50mi,56,2026,56
122634,07.02.2026,Elephant Mountain 50 km (USA),50km,58,2026,58
129058,07.02.2026,Coos to Cape (USA),50km,7,2026,7
125745,07.02.2026,The Daydreamer (USA),50km,25,2026,25
116327,07.-01.02.2026,Rocky Raccoon 100 Km Trail Run (USA),100km,119,2026,119
125869,07.02.2026,The Delmarva Ultra Challenge - Split Algonquin 50km (USA),50km,201,2026,201
129965,07.02.2026,Frozen Heart 900 (USA),15h,5,2026,5
116407,07.02.2026,8 Hour Adventure Trail Run - ICY (USA),8h,33,2026,33
116189,07.02.2026,Uwharrie Mountain Run (USA),40mi,68,2026,68
125950,07.02.2026,Monterey Ultra (USA),50miles,131,2026,131
122871,07.02.2026,Cradle Mountain Run (AUS),82km,53,2026,53
123544,07.-08.02.2026,Ultra Trail des Fontaines (FRA),103km,99,2026,99
129096,07.02.2026,Hexing to	Tianhu Ultra Run (TPE),45km,10,2026,10
122630,07.02.2026,Q50 Races Trails Extravaganza - Ultra 30 Miles (USA),30mi,24,2026,24
122631,07.02.2026,Q50 Races Trails Extravaganza - Ultra 50 Miles (USA),50mi,20,2026,20
116326,07.-01.02.2026,Rocky Raccoon 100 Mile Trail Run (USA),100mi,235,2026,235
125828,07.02.2026,Running Up For Air - Grandeur Peak (USA),12h,27,2026,27
125835,07.02.2026,Running Up For Air - Mt. Sentinel (USA),12h,17,2026,17
129018,07.02.2026,Alamo City Ultra (USA),50km,30,2026,30
128915,07.-08.02.2026,Backyard Santiago (MEX),25h,58,2026,58
124209,07.02.2026,Taipei 6hr Ultra Marathon Saturday Midnight Run (TPE),6h,18,2026,18
129786,07.02.2026,Taipei 6hr Ultra Marathon Saturday Midnight Run - 50km Split (TPE),50km,11,2026,11
125853,07.02.2026,North Texas Ultra (USA),100km,21,2026,21
125854,07.02.2026,North Texas Ultra (USA),52mi,9,2026,9
125855,07.02.2026,North Texas Ultra (USA),50km,64,2026,64
125890,07.02.2026,Frozen 50km Race (USA),50km,12,2026,12
