event_id,date,name,distance,finishers,year,finishers_n
125868,06.-08.02.2026,The Delmarva Ultra Challenge (DUC) (USA),100km,23,2026,23
124204,06.-07.02.2026,Taipei 12hr Ultra Marathon Night Run (TPE),12h,29,2026,29
129782,06.-07.02.2026,Taipei 12hr Ultra Marathon Night Run - 6h Split (TPE),6h,18,2026,18
129783,06.-07.02.2026,Taipei 12hr Ultra Marathon Night Run - 100km Split (TPE),100km,10,2026,10
129784,06.-07.02.2026,Taipei 12hr Ultra Marathon Night Run - 50mi Split (TPE),50mi,16,2026,16
122870,06.02.2026,Maribyrnong Valley Park – Back Yard Ultra (AUS),41h,116,2026,116
129549,06.02.2026,the gax walkærle noctum (SWE),50mi,3,2026,3
125834,06.02.2026,Running Up For Air - Mt. Sentinel (USA),24h,27,2026,27
124202,06.-08.02.2026,Taipei 48hr Ultra Marathon (TPE),48h,56,2026,56
129773,06.-07.02.2026,Taipei 48hr Ultra Marathon - 24h Split (TPE),24h,56,2026,56
129774,06.-07.02.2026,Taipei 48hr Ultra Marathon - 12h Split (TPE),12h,54,2026,54
129775,06.-08.02.2026,Taipei 48hr Ultra Marathon - 100mi Split (TPE),100mi,43,2026,43
129796,06.02.2026,Dombivli Stadium Run 12h (IND),12h,24,2026,24
129797,06.02.2026,Dombivli Stadium Run 6h (IND),6h,30,2026,30
125827,06.-07.02.2026,Running Up For Air - Grandeur Peak (USA),24h,31,2026,31
120684,02.02.2026,Vier Türme Hamme Ultra mit Weyer Berg (GER),55km,3,2026,3
130127,02.02.2026,Shijiazhuang West Mountain Ten Overs (CHN),52km,32,2026,32
129001,01.02.2026,The Negros Ultra: Coast to Coast by 6100 Events PH (PHI),50km,122,2026,122
129095,01.-04.02.2026,Yukon Arctic Ultra 235km (CAN),235km,1,2026,1
127927,01.-08.02.2026,Yukon Arctic Ultra 600km (CAN),645km,5,2026,5
127928,01.-04.02.2026,Yukon Arctic Ultra 350km (CAN),350km,9,2026,9
130181,01.02.2026,The Otipua Challenge - 6h (NZL),6h,5,2026,5
128858,01.02.2026,6h IppoCiok (ITA),6h,80,2026,80
123830,01.02.2026,La Romagnatoise - Conquête de la Gaule (FRA),45km,162,2026,162
125028,01.02.2026,Peddars Way Ultra (GBR),48mi,66,2026,66
129309,01.02.2026,Minuma Challenge 60 (JPN),62km,105,2026,105
129310,01.02.2026,Minuma Challenge 48 (JPN),48km,21,2026,21
123829,01.02.2026,La Romagnatoise - Trail du Golloix (FRA),51km,60,2026,60
124289,01.02.2026,Deister Arschgeweih Ultra (GER),50km,25,2026,25
128918,01.02.2026,BUP - 1. Dogrywka (POL),7h,5,2026,5
123828,01.02.2026,Trail des Calanques - Parcours Envau (FRA),56km,98,2026,98
129103,01.-03.02.2026,The Vineyard Ultra Marathon (IND),220km,1,2026,1
129104,01.-02.02.2026,The Vineyard Ultra Marathon (IND),161km,2,2026,2
129105,01.-02.02.2026,The Vineyard Ultra Marathon (IND),100km,8,2026,8
129106,01.02.2026,The Vineyard Ultra Marathon (IND),75km,5,2026,5
129107,01.02.2026,The Vineyard Ultra Marathon (IND),50km,25,2026,25
130180,01.02.2026,The Otipua Challenge - 12h (NZL),12h,4,2026,4
130129,01.02.2026,Qingliu Dafengshan Mountain Trail (CHN),50km,147,2026,147
128283,01.02.2026,Trail Fort et Vert (FRA),62km,140,2026,140
118206,01.02.2026,Sandman 50 (AUS),50km,89,2026,89
129102,01.-04.02.2026,The Vineyard Ultra Marathon (IND),338km,6,2026,6
130179,31.01.2026,The Otipua Challenge - 24h (NZL),24h,10,2026,10
128959,31.01.2026,Ultramaraton non stop 6 horas Cancún (MEX),6h,10,2026,10
128908,31.01.2026,Devil's Shadow Winter Trail Races (USA),50km,12,2026,12
121062,31.01.2026,50km-Ultramarathon des RLT Rodgau (GER),50km,331,2026,331
115736,31.01.2026,Ultramaratón non stop 12 horas Isla Mujeres (MEX),12h,11,2026,11
115737,31.01.-01.02.2026,Ultramaraton non stop 24 horas Cancún (MEX),24h,22,2026,22
128985,31.01.-01.02.2026,Nara Ishibutai 100 - 80km (JPN),80km,58,2026,58
128984,31.01.-01.02.2026,Nara Ishibutai 100 - 120km (JPN),120km,50,2026,50
120751,31.01.2026,Leersumse Veld Ultra (NED),50km,236,2026,236
122478,31.01.-01.02.2026,100 km de Lozère (FRA),100km,2,2026,2
125445,31.01.2026,Jed Smith Ultra Classic - 50 Km Race (USA),50km,51,2026,51
128939,31.01.2026,River Ranch Resolution Run (USA),50km,11,2026,11
130131,31.01.2026,Utcr - Yunan Ultra Trail (CHN),50km,279,2026,279
127885,31.01.2026,BSUT - Berg und Schilf UT Riedenburg (GER),51km,11,2026,11
123366,31.01.2026,Eversburger Gewässer Ultramarathon (GER),45.3km,26,2026,26
128079,31.01.2026,Chillbilly 8 Hour Endurance Runs (USA),8h,18,2026,18
128981,31.01.2026,Winter Deception Pass (USA),50km,105,2026,105
125444,31.01.2026,Jed Smith Ultra Classic - 50 Mile Race (USA),50mi,15,2026,15
115896,31.01.2026,Arches Ultra 50 km Race (USA),50km,239,2026,239
125142,31.01.2026,Running the Rose 54k (USA),54km,33,2026,33
125941,31.01.2026,AZT Oracle Rumble 50 Mile (USA),50mi,49,2026,49
125942,31.01.2026,AZT Oracle Rumble 50 Km (USA),50km,78,2026,78
125894,31.01.2026,Live Oak Ultra (USA),50km,45,2026,45
116178,31.01.2026,Arches Ultra 50 Mile Race (USA),50mi,74,2026,74
116214,31.01.-01.02.2026,Forgotten Florida 100 Mile Race (USA),100mi,75,2026,75
116215,31.01.2026,Forgotten Florida 50 Mile Race (USA),50mi,56,2026,56
129024,31.01.2026,The Hammer Trail Bornholm 50mi Winter Edition (DEN),50mi,60,2026,60
129038,31.01.2026,Summit 8.0 - 50 km (IND),50km,1,2026,1
128961,31.01.2026,Baishihu Ultra Run (TPE),45km,10,2026,10
125792,31.01.2026,Sean O'Brien 100 km Trail Race (USA),100km,84,2026,84
125793,31.01.2026,Sean O'Brien 50 Mile Trail Race (USA),50mi,69,2026,69
125794,31.01.2026,Sean O'Brien 50 km Trail Race (USA),50km,107,2026,107
125141,31.01.2026,Running the Rose 108k (USA),108km,10,2026,10
128962,31.01.2026,Guanyin Aifanu Ultra Run (TPE),45km,10,2026,10
114895,31.01.2026,Vietnam Trail Marathon (VIE),70km,535,2026,535
130130,31.01.2026,Fuzhou Third Gushan Trail Running Competition (CHN),50km,20,2026,20
129037,31.01.-01.02.2026,Summit 8.0 - 100 km (IND),100km,2,2026,2
129098,31.01.2026,Drielandenpunt Winter Trail (NED),50km,190,2026,190
128810,31.-01.01.2026,Bicol 124 - Mile Endurance Run (PHI),124mi,5,2026,5
116559,31.01.2026,Coo-Wah-Chobee 50k (USA),50km,27,2026,27
125892,31.01.-01.02.2026,The Bootleg Boogie (USA),100mi,18,2026,18
125893,31.01.2026,The Bootleg Boogie (USA),50mi,18,2026,18
128434,30.01.2026,La Grande Corsa Bianca (ITA),45km,120,2026,120
118870,30.-31.01.2026,The Longbridge 100 Backyard Ultra (Winter) (GBR),27h,40,2026,40
119936,30.01.2026,Backyard Infinity Trail Pont du Gard (FRA),44h,154,2026,154
128435,30.01.2026,La Grande Corsa Bianca (ITA),110km,64,2026,64
124199,30.01.-01.02.2026,Super Race Stage Ultra-Marathon - 3 Day Elite (TPE),100km/3Etappen,20,2026,20
124200,30.01.-01.02.2026,Super Race Stage Ultra-Marathon - 3 Day Duo (TPE),100km/3Etappen,4,2026,4
124201,30.01.-01.02.2026,Super Race Stage Ultra-Marathon - 3 Day Lightweight (TPE),100km/3Etappen,14,2026,14
116273,30.-31.01.2026,Dark Anchors (USA),34h,180,2026,180
128960,29.01.-01.02.2026,The Negros Ultra: Coast to Coast (PHI),250KM,15,2026,15
125957,26.-28.01.2026,Arrowhead Winter Ultra (USA),135mi,32,2026,32
123240,25.01.2026,Winterlauf in Oldendorf 50km (GER),50km,13,2026,13
128611,25.01.2026,Ultramaratona dei Palmensi - 6h (ITA),6h,50,2026,50
128612,25.01.2026,Ultramaratona dei Palmensi - 8h (ITA),8h,65,2026,65
128710,25.01.2026,Ronda Ghibellina (ITA),46.4km,337,2026,337
125956,25.01.2026,This ain't yo Momma's 50k (USA),50km,44,2026,44
125813,25.01.2026,Calico Trail Run 50 km (USA),50km,94,2026,94
116188,25.01.2026,Clearwater Running Festival 50k Ultra (USA),50km,98,2026,98
116320,25.01.2026,Del Dios Trail Runs (USA),50km,33,2026,33
128816,25.01.2026,Cama Coffee Roasters (TPE),45km,29,2026,29
128709,25.01.2026,Ronda Ghibellina Plus (ITA),68.6km,156,2026,156
128833,24.-25.01.2026,Columbia Trail Race 50km (IND),50km,27,2026,27
128832,24.-25.01.2026,Columbia Trail Race 75km (IND),75km,3,2026,3
128831,24.-25.01.2026,Columbia Trail Race 100km (IND),100km,16,2026,16
121767,24.-25.01.2026,HoHo100 - 50km (NED),50km,43,2026,43
129108,24.-25.01.2026,HoHo100 - 100km - 50km Split (NED),50km,51,2026,51
129109,24.-25.01.2026,HoHo100 - 100km - 50mi Split (NED),50mi,51,2026,51
129113,24.-25.01.2026,HoHo100 - 100km - 6h Split (NED),6h,1,2026,1
121768,24.-25.01.2026,HoHo100 - 100km (NED),100km,51,2026,51
128328,24.01.2026,Ufer Trail (GER),52km,26,2026,26
121693,24.-25.01.2026,Arc of Attrition by UTMB - Arc 50 (GBR),50mi,435,2026,435
129694,24.01.2026,Houffatrail 63km (BEL),63km,186,2026,186
129110,24.-25.01.2026,HoHo100 - Hollandse Honderd Mijlen - 50km Split (NED),50km,22,2026,22
129111,24.-25.01.2026,HoHo100 - Hollandse Honderd Mijlen - 50mi Split (NED),50mi,22,2026,22
129112,24.-25.01.2026,HoHo100 - Hollandse Honderd Mijlen - 100km Split (NED),100km,22,2026,22
121769,24.-25.01.2026,HoHo100 - Hollandse Honderd Mijlen (NED),100mi,22,2026,22
129693,24.01.2026,Houffatrail 50km (BEL),50km,132,2026,132
123377,24.01.2026,Leinetal-Ultra Winter Edition (GER),66km,45,2026,45
123311,24.-25.01.2026,Hong Kong 100 Ultra Trail Race (HKG),100km,1844,2026,1844
125952,24.-20.01.2026,Saguaro Showdown Backyard Ultra Ruck (USA),38h,21,2026,21
125953,24.-18.01.2026,Saguaro Showdown Backyard 24 (USA),24h,7,2026,7
125870,24.01.2026,Florida Roots Trail Series: Fort Clinch (USA),50km,32,2026,32
128708,24.01.2026,Tatonka 50K (USA),50km,14,2026,14
116179,24.01.2026,Folsom Lake Sweetwater Trail Run (USA),50km,29,2026,29
125944,24.01.2026,Southern Freeze 50 Mile Race (USA),50mi,13,2026,13
125945,24.01.2026,Southern Freeze 50 km Race (USA),50km,26,2026,26
125951,24.-25.01.2026,Saguaro Showdown Backyard Ultra (USA),31h,29,2026,29
116166,24.01.2026,Wilson Creek Frozen 50K (USA),50km,82,2026,82
125937,24.01.2026,Mountain Mist 50k (USA),50km,287,2026,287
129793,24.-25.01.2026,Enerjiva New Delhi Stadium 24h Run (IND),24h,27,2026,27
127867,24.01.2026,Golden Gate Trail Classic 50 km Race (USA),50km,164,2026,164
116171,24.01.2026,Franklin Mountains Trail Run (USA),12h,9,2026,9
116172,24.01.2026,Franklin Mountains Trail Run (USA),55km,54,2026,54
125920,24.01.2026,Pemberton Trail 50 km (USA),50km,34,2026,34
123716,24.01.2026,Pierewaai Winter Trail 50km (NED),50km,49,2026,49
128775,24.-26.01.2026,El Ceibo Backyard Ultra Dolores (ARG),45h,92,2026,92
129794,24.01.2026,Enerjiva New Delhi Stadium 12h Run (IND),12h,36,2026,36
129795,24.01.2026,Enerjiva New Delhi Stadium 100km Run (IND),100km,12,2026,12
128815,24.01.2026,Zhaodong to Shueibiantou Ultra Run (TPE),45km,13,2026,13
125947,24.01.2026,Monroe Cross Trail 50 Mile Ultra (USA),50Mile,34,2026,34
125948,24.01.2026,Monroe Cross Trail 50 km Ultra (USA),50km,18,2026,18
127504,24.01.2026,Golden Gate Trail Classic 50 Mile Race (USA),50mi,55,2026,55
128906,24.-25.01.2026,Ultra Trail Oso Negro 100k (MEX),100km,22,2026,22
128907,24.01.2026,Ultra Trail Oso Negro 50k (MEX),50km,78,2026,78
123827,24.01.2026,Trans Volcano 67 km Trail (FRA),67km,500,2026,500
121778,23.01.2026,Pierewaai Winter Trail 70km (nightrun) (NED),70km,35,2026,35
121779,23.01.2026,Pierewaai Winter Trail 100k (nightrun) (NED),100km,10,2026,10
129842,23.01.-08.03.2026,Ultra Run Just for Health (PHI),2000mi,1,2026,1
124818,23.01.2026,Pitkän Lenkin Ilta 6h (FIN),6h,12,2026,12
121694,23.-25.01.2026,Arc of Attrition by UTMB - Arc 100 (GBR),100mi,261,2026,261
123312,23.01.2026,Hong Kong 100 Ultra Trail Race - Half (HKG),56km,990,2026,990
128809,20.-22.01.2026,Cagayan Valley 100-Mile Endurance Run (PHI),100mi,3,2026,3
129047,20.01.-01.02.2026,Luzon 672-Mile Endurance Run (PHI),672miles,2,2026,2
128814,18.01.2026,Lüneburger Heide Winter Trail (GER),52km,39,2026,39
128515,18.01.2026,6 ore della Maremma (ITA),6h,118,2026,118
118673,18.01.2026,Byzantine Race (GRE),50km,505,2026,505
128077,18.01.2026,Birthday RUN (USA),50km,2,2026,2
125918,18.01.2026,Crystal Springs 50 km Winter Trail Run (USA),50km,30,2026,30
120955,18.01.2026,Schnadegang Rund um Halver (GER),52km,33,2026,33
117307,18.01.2026,Waterfall 50km (USA),50km,36,2026,36
125931,18.01.2026,Eternal Winter 6 Hour Run (USA),6h,7,2026,7
130132,18.01.2026,Huaan Forest Trail Running - 65km (CHN),65km,58,2026,58
130133,18.01.2026,Huaan Forest Trail Running - 46km (CHN),46km,117,2026,117
116176,18.01.2026,Big Bend Ultra (USA),55km,136,2026,136
128617,18.01.2026,Arrow bamboo nest orange Ultra Run (TPE),45km,30,2026,30
125930,18.01.2026,St. Croix Scenic 50 km (USA),50km,62,2026,62
116177,18.01.2026,Big Bend Ultra (USA),100km,68,2026,68
130134,18.01.2026,Quanzhou Qingyuanshan Trail Race (CHN),50km,346,2026,346
130135,18.01.2026,Quanzhou Qingyuanshan Trail Race (CHN),75km,156,2026,156
128940,17.-18.01.2026,Whitewalker Ultra (USA),100km,8,2026,8
125928,17.01.2026,8 Hours of Ode Race (USA),8h,12,2026,12
128013,17.01.2026,Salomon Toboggan Run (CAN),10h,48,2026,48
118871,17.01.2026,Falklands Backyard (GBR),26h,14,2026,14
123443,17.01.2026,Taunus-Ultratrail (GER),60km,70,2026,70
129925,17.01.2026,Lebensbogen Ultra 50 (GER),51km,11,2026,11
115123,17.01.2026,Cretan Backyard Ultra (GRE),39h,67,2026,67
124772,17.01.2026,MASH Backyard Ultra (NZL),55h,88,2026,88
114904,17.01.2026,Sandsjöbacka Trail 60 (SWE),60km,128,2026,128
116409,17.01.2026,Snow Bull 12 Hour Endurance Runs (USA),12h,17,2026,17
116410,17.01.2026,Snow Bull 6 Hour Endurance Run (USA),6h,1,2026,1
125912,17.01.2026,Bear Creek Trailathon (USA),12h,11,2026,11
125913,17.01.2026,Bear Creek Trailathon (USA),6h,3,2026,3
124703,17.01.2026,Sir Titus Pie n Pickle Plod (GBR),32mi,6,2026,6
124316,17.01.2026,Fernsehturm Steinegge Ultra (GER),45.3km,19,2026,19
128473,17.01.2026,EcoMaratona Clivus (ITA),45km,360,2026,360
117517,17.01.2026,Aw Schugs (USA),50km,10,2026,10
117518,17.01.2026,Aw Schugs (USA),12h,2,2026,2
128570,17.01.2026,Tsali Frosty Foot 50k (USA),50km,87,2026,87
122699,17.01.2026,Ouachita Switchbacks 50K (USA),50km,45,2026,45
128075,17.01.2026,PHUNT 50K Run (USA),50km,77,2026,77
120503,17.01.2026,Cowboy Yeti (USA),100km,12,2026,12
126402,17.01.2026,Cowboy Yeti (USA),60km,46,2026,46
116170,17.-18.01.2026,MAD Backyard Ultra (USA),35h,80,2026,80
116173,17.01.2026,The Shippey 40mi Endurance Runs (USA),40mi,14,2026,14
125917,17.01.2026,Fierce Dragon Flintstrike 40 (USA),40mi,20,2026,20
125924,17.01.2026,"Go Short, Go Long, Go Very Long 50K (USA)",50km,32,2026,32
125926,17.01.2026,Capitol Peak MegaFatAss (USA),50km,56,2026,56
125927,17.01.2026,Triple D Winter 50 km Race (USA),50km,6,2026,6
125168,17.01.2026,Death by 5k Henderson (USA),50km,91,2026,91
128504,17.01.2026,The Legacy (USA),50km,8,2026,8
130137,17.01.2026,GZ100 Guangzhou - 60 Km Run (CHN),64km,1294,2026,1294
124701,17.01.2026,Green Gateways (GBR),34mi,37,2026,37
117270,17.01.2026,Coldwater Rumble 60K Race (USA),60km,82,2026,82
116167,17.01.2026,Southern Tour 50 km Ultra Race (USA),50km,111,2026,111
125897,17.01.2026,Harbison 50K (USA),50km,26,2026,26
125922,17.01.2026,Swamp Stomper 50K (USA),50km,20,2026,20
117271,17.01.2026,Coldwater Rumble 100 Km Race (USA),100km,49,2026,49
130136,17.01.2026,GZ100 Guangzhou - 100 Km Run (CHN),100km,846,2026,846
117272,17.-18.01.2026,Coldwater Rumble 100 Mile Race (USA),100mi,90,2026,90
116165,17.-18.01.2026,Long Haul 100 Mile Ultra-Marathons (USA),100mi,185,2026,185
116168,17.01.2026,Southern Tour 50 Mile Ultra Race (USA),50mi,81,2026,81
121430,17.01.2026,Travessia Torres - Tramandai (BRA),84km,154,2026,154
114905,17.01.2026,Sandsjöbacka Trail 90 (SWE),96km,48,2026,48
119208,17.-18.01.2026,100 Thailand (THA),100km,31,2026,31
124197,17.01.2026,Yangmingshan 63km Ultra Marathon (TPE),63km,68,2026,68
124198,17.01.2026,Yangmingshan 50km Ultra Marathon (TPE),50km,77,2026,77
116174,17.-18.01.2026,The Shippey 100mi Endurance Runs (USA),100mi,22,2026,22
116175,17.-18.01.2026,The Shippey 100km Endurance Runs (USA),100km,35,2026,35
125919,17.-18.01.2026,HURT 100 Endurance Run 100 Mile (USA),100mi,84,2026,84
122051,17.01.2026,Bogong to Hotham (AUS),64km,46,2026,46
128616,17.01.2026,Baishatun Ultra Run (TPE),45km,10,2026,10
130298,17.01.2026,Saipan Sugarcane Railroad Journeyrun (USA),50mi,14,2026,14
129517,17.-18.01.2026,Thailand 24H (THA),24h,90,2026,90
129518,17.01.2026,Thailand 12H (THA),12h,24,2026,24
129519,17.01.2026,Thailand 6H (THA),6h,42,2026,42
122867,17.01.2026,True Blue Ultra 50 Km (AUS),50km,35,2026,35
122868,17.01.2026,True Blue Ultra 100 Km (AUS),100km,12,2026,12
122869,17.01.2026,True Blue Ultra 75 Km (AUS),75km,5,2026,5
125929,17.01.2026,Pond Fest Winter Trail Runs and Snowshoe Race (USA),50km,3,2026,3
128548,16.-17.01.2026,Southern Tour 100 Mile Ultra Race (USA),100mi,27,2026,27
114907,16.-17.01.2026,Sandsjöbacka Trail - 180K (SWE),185km,4,2026,4
125915,16.-18.01.2026,Fierce Dragon - Firestarter 100M (USA),100mi,3,2026,3
125916,16.-17.01.2026,Fierce Dragon 100 (USA),100km,4,2026,4
123332,16.01.2026,Spartanion 6h race (ISR),6h,17,2026,17
123368,15.-16.01.2026,Spartanion 100 km Race (ISR),100km,11,2026,11
123329,15.-16.01.2026,Spartanion 100 Miles Race (ISR),100mi,7,2026,7
123330,15.-16.01.2026,Spartanion 24-Hour Race (ISR),24h,24,2026,24
123331,15.-16.01.2026,Spartanion 12-Hour Race (ISR),12h,25,2026,25
116304,15.-18.01.2026,Terra de Gigantes (POR),303km,30,2026,30
119205,14.-18.01.2026,300 Thailand (THA),300km,3,2026,3
119207,14.-16.01.2026,200 Thailand Z (THA),200km,9,2026,9
124689,13.-14.01.2026,Winter Spine Sprint North (GBR),43mi,35,2026,35
125914,13.-18.01.2026,Fierce Dragon Full Fury 200M (USA),200mi,3,2026,3
130848,12.01.2026,Desert Peak Ultra (USA),50km,58,2026,58
124685,11.-16.01.2026,Winter Spine Challenger North (GBR),160mi,67,2026,67
124686,11.-16.01.2026,Winter Spine MRT Challenge North (GBR),160mi,13,2026,13
119204,11.-18.01.2026,500 Thailand (THA),500km,9,2026,9
119206,11.-14.01.2026,200 Thailand A (THA),200km,2,2026,2
128036,11.01.2026,Frozen Falcon 8 Hour Run (CAN),8h,48,2026,48
120449,11.01.2026,Jörgs Geburtstagsultra (GER),48km,27,2026,27
128151,11.01.2026,Ultramaratona della Pace sul Lamone (ITA),45km,188,2026,188
114654,11.01.2026,G1 Grüngürtel Ultra Köln (GER),63km,260,2026,260
129852,11.01.2026,MDS Ultra 100mi (MAR),100mi,56,2026,56
129853,11.01.2026,MDS Ultra 100km (MAR),100km,88,2026,88
114575,11.01.2026,Trail Hivernal Les Mathes - La Palmyre (FRA),50.0km,559,2026,559
124683,11.-18.01.2026,Winter Spine Race (GBR),268mi,88,2026,88
130847,11.01.2026,Desert Peak Ultra (USA),100km,40,2026,40
128868,11.01.2026,Winter 6 Hour Challenge Cross Country (USA),6h,10,2026,10
125805,11.01.2026,Rocks and Roots Trail Series 50K #1 (USA),50km,36,2026,36
116161,11.01.2026,Bandera 50 km Endurance Run (USA),50km,141,2026,141
117842,11.01.2026,Two Bays 56 km Trail Run (AUS),56km,341,2026,341
128302,11.01.2026,Winter Trail Monte Prealba - Ultra (ITA),50km,49,2026,49
130139,11.01.2026,The Wenling Fangshan (CHN),45km,737,2026,737
128396,11.01.2026,Zhishan Ultra Run (TPE),45km,4,2026,4
128963,11.01.2026,Changming Award 50miles (TPE),50mi,29,2026,29
130138,11.01.2026,The Wenling Fangshan (CHN),60km,412,2026,412
128301,11.01.2026,Winter Trail Monte Prealba - Hard (ITA),70km,22,2026,22
121951,11.01.2026,Yakushima Ultramarathon 100 Km (JPN),100km,152,2026,152
121952,11.01.2026,Yakushima Ultramarathon 55 Km (JPN),55km,41,2026,41
116164,10.-11.01.2026,Saint Croix Winter Ultra (USA),40mi,60,2026,60
125905,10.01.2026,Bridle Trails Winter Running Festival (USA),50km,44,2026,44
123246,10.-11.01.2026,Eco Trail do Taim (BRA),100km,49,2026,49
120748,10.01.2026,Ringkøbing Fjord - Winter Edition 2026 (DEN),50km,63,2026,63
128282,10.01.2026,Sandy Bottom 8-Hour Training Run (USA),4h,1,2026,1
128086,10.-11.01.2026,Taliharja Vanakuri Winter Ultra Endurance Race - 54km (EST),54km,202,2026,202
124690,10.-11.01.2026,Winter Spine Sprint South (GBR),46mi,102,2026,102
122847,10.01.2026,Startschuss RUN 6h-Lauf (SUI),6h,21,2026,21
122848,10.01.2026,Startschuss RUN 12h-Lauf (SUI),12h,14,2026,14
128085,10.-12.01.2026,Taliharja Vanakuri Winter Ultra Endurance Race - 101km (EST),101km,155,2026,155
130359,10.01.2026,Limhamn Backyard Winter Edition (SWE),13h,19,2026,19
124816,10.01.2026,Sisu 6h (FIN),6h,69,2026,69
122814,10.01.2026,Kent Backyard Ultra – Dover (GBR),28h,47,2026,47
114411,10.01.2026,Country to Capital (GBR),43mi,252,2026,252
124688,10.-12.01.2026,Winter Spine MRT Challenge South (GBR),108mi,13,2026,13
128280,10.01.2026,Sandy Bottom 8-Hour Training Run (USA),8h,27,2026,27
128631,10.01.2026,Pullman Winter Ultra 50K - Jan (USA),50km,1,2026,1
124687,10.-12.01.2026,Winter Spine Challenger South (GBR),108mi,83,2026,83
120036,10.01.2026,Aotearoa Ultra Marathon 53km (NZL),53km,37,2026,37
116163,10.01.2026,Bandera 50 km Endurance Run (USA),50km,112,2026,112
125896,10.01.2026,Frozen Sasquatch 50 km Trail Race (USA),50km,39,2026,39
125904,10.01.2026,Frozen Gnome 50K (USA),50km,91,2026,91
120749,10.01.2026,Ringkøbing Fjord - Winter Edition 2026 (DEN),100km,72,2026,72
116162,10.01.2026,Bandera 100 km Endurance Run (USA),100km,264,2026,264
125911,10.01.2026,No Hands Trail Run (USA),50km,75,2026,75
124196,10.-11.01.2026,Taipei Backyard Ultra (TPE),39h,92,2026,92
122266,10.01.2026,Ultra Trail Gazelles Sahara 110 km (TUN),110km,11,2026,11
122267,10.01.2026,Ultra Trail Gazelles Sahara 70 km (TUN),70km,14,2026,14
122632,10.01.2026,San Tan Scramble 50K (USA),50km,56,2026,56
124770,10.01.2026,The Ian Priest Memorial Ultra Marathon (NZL),60km,32,2026,32
128395,10.01.2026,Zhudong to Beipu Ultra Run (TPE),45km,12,2026,12
116411,10.01.2026,San Diego 50 Mile Trail (USA),50mi,168,2026,168
116212,10.01.2026,Avalon Benefit 50 Km Run (USA),50km,558,2026,558
120035,10.01.2026,Aotearoa Ultra Marathon 101km (NZL),101km,14,2026,14
116211,10.01.2026,Avalon Benefit 50 Mile Run (USA),50mi,340,2026,340
122388,10.01.2026,Backyard Ultra Polska - winter edition (POL),24h,41,2026,41
125906,10.-11.01.2026,Frozen: H3 - 100 Mile Run (USA),100mi,11,2026,11
125907,10.-11.01.2026,Frozen: H3 - 50 Mile Run (USA),50mi,22,2026,22
125908,10.01.2026,Frozen: H3 - 50K Day/Night Run (USA),50km,23,2026,23
128118,09.-11.01.2026,Manila to Bataan 102-Mile Endurance Run (reverse) (PHI),102mi,10,2026,10
130464,08.-11.01.2026,Brazil 135 Ultra Journey (BRA),240km,30,2026,30
130465,08.-11.01.2026,Brazil 135 Ultra Journey - 120mi (BRA),120mi,24,2026,24
130466,08.-10.01.2026,Brazil 135 Ultra Journey - 100mi (BRA),100mi,8,2026,8
130467,08.-10.01.2026,Brazil 135 Ultra Journey - 80mi (BRA),80mi,6,2026,6
130468,08.-10.01.2026,Brazil 135 Ultra Journey - 70mi (BRA),70mi,6,2026,6
130469,08.-10.01.2026,Brazil 135 Ultra Journey - 55mi (BRA),55mi,19,2026,19
118254,08.-09.01.2026,Brazil 135 Ultra Journey - 135mi (BRA),135mi,19,2026,19
124298,06.01.2026,ThreeKingsUltraTrail (GER),73km,15,2026,15
123535,04.01.2026,RoegwoldRun (NED),50km,41,2026,41
125955,04.01.2026,Willis River 50K Trail Run (USA),50km,8,2026,8
125653,04.01.2026,Atlanta Fat Ass 50K (USA),50km,39,2026,39
126826,04.01.2026,S1 TransKarst Ultra (ITA),58km,276,2026,276
127068,04.01.2026,Lost Coast (USA),55km,4,2026,4
128394,04.01.2026,Songshan to Shenkeng Ultra Run (TPE),45km,7,2026,7
125903,04.01.2026,Vista View 360 Ultramarathon (USA),6h,24,2026,24
126827,04.01.2026,S1 Explorer Ultra (ITA),84km,43,2026,43
126828,04.01.2026,S1 Anniversary Ultra (ITA),104km,127,2026,127
124158,03.01.2026,Borenshill Backyard Ultra (SWE),8h,35,2026,35
130140,03.01.2026,Dragon Vulture Ten Ascents (CHN),53km,3,2026,3
124007,03.01.2026,RH1000 Ultra (GER),45km,18,2026,18
124588,03.01.2026,Kletterfelsen Brumleytal Ultra-Trail (GER),50km,15,2026,15
125449,03.01.2026,Yankee Springs 50 km Winter Challenge (USA),50km,42,2026,42
127066,03.01.2026,Salem Lakeshore Frosty Fifty (early start) (USA),50km,21,2026,21
116160,03.01.2026,Hacienda Hills Run - Winter (USA),50km,2,2026,2
125895,03.01.2026,Salem Lakeshore Frosty Fifty (USA),50km,83,2026,83
121676,03.01.2026,The Resolution Run 50km (USA),50km,31,2026,31
130141,03.01.2026,XiShi 100 Ultra Trail in The DongBai Mountain (CHN),45km,21,2026,21
114436,03.01.2026,Suedkreis Meilen Marathon (GER),68km,75,2026,75
116270,03.01.2026,The Great Scorpion Trail Run (USA),50km,46,2026,46
128393,03.01.2026,Shilin Official Residence Ultra Run (TPE),45km,6,2026,6
116545,03.01.2026,TARC Yeti Trail Trot (USA),50km,31,2026,31
114601,03.01.2026,Resolution Run (USA),9h,17,2026,17
114602,03.01.2026,Resolution Run (USA),6h,7,2026,7
