Year of event,Event dates,Event name,Event distance/length,Event number of finishers,Athlete performance,Athlete club,Athlete country,Athlete year of birth,Athlete gender,Athlete age category,Athlete average speed,Athlete ID,finish_hours,speed_float,tier,dist_km,speed_kmh_clean,pace_min_km
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,31:50:17 h,,FRA,1958.0,M,M40,6.91,490644,31.838055555555556,6.91,MID,220.0,6.909969725258906,8.683106060606061
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,31:54:00 h,,SUI,1971.0,M,M23,6.897,227970,31.9,6.897,MID,220.0,6.8965517241379315,8.7
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,31:54:38 h,,FRA,,M,,6.894,1107435,31.910555555555554,6.894,MID,220.0,6.89427044342694,8.702878787878788
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,31:57:41 h,,MAR,1952.0,M,M45,6.883,1093199,31.961388888888887,6.883,MID,220.0,6.883305377147774,8.716742424242424
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,31:59:16 h,,LUX,1950.0,M,M45,6.878,1106853,31.98777777777778,6.878,MID,220.0,6.877626871374483,8.723939393939395
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,31:59:37 h,,DEN,,M,,6.876,1119674,31.99361111111111,6.876,MID,220.0,6.876372886947915,8.725530303030302
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,31:59:39 h,,DEN,,M,,6.876,1119675,31.99416666666667,6.876,MID,220.0,6.876253483707967,8.725681818181819
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,32:01:16 h,,ITA,,M,,6.87,1105107,32.02111111111111,6.87,MID,220.0,6.87046739997918,8.733030303030304
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,32:04:14 h,,GBR,1970.0,M,M23,6.86,8169,32.07055555555556,6.86,MID,220.0,6.859874928542969,8.746515151515151
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,32:04:15 h,,GBR,,M,,6.86,873780,32.07083333333334,6.86,MID,220.0,6.859815512537351,8.74659090909091
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,32:13:50 h,,FRA,1969.0,M,M23,6.826,1119676,32.230555555555554,6.826,MID,220.0,6.825820908385762,8.790151515151514
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,32:18:59 h,,BEL,,M,,6.808,1119677,32.31638888888889,6.808,MID,220.0,6.807691315895788,8.813560606060605
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,32:22:33 h,,FRA,1958.0,M,M40,6.795,1080369,32.37583333333333,6.795,MID,220.0,6.795191886952717,8.829772727272728
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,32:24:41 h,,GER,1952.0,M,M45,6.788,1073916,32.41138888888889,6.788,MID,220.0,6.787737506534912,8.839469696969697
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,32:25:16 h,,USA,1973.0,M,M23,6.786,110,32.42111111111111,6.786,MID,220.0,6.785702045991981,8.842121212121212
2000,04.-10.04.2000,Marathon des Sables (MAR),220km/6Etappen,570,32:33:44 h,,FRA,1971.0,M,M23,6.756,214120,32.56222222222222,6.756,MID,220.0,6.75629563911827,8.880606060606059
