year,bib,firstName,lastName,sex,nationality,category,raceTime_sec,raceTime_hrs,lastPointId,lastPointName,lastShortName,dnf_stage,dnf_distance_m,dnf_distance_km,dnf_elevation_gain,dnf_lat,dnf_lon,lastDateTime,startDate,penality,dnf_stage_inferred
2023,253,Agnes,BARRERE,FEMALE,FR,V2 F,84779,23.5497,18,,,1.0,,,,,,2023-04-25T10:12:57.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,257,Charlotte,KISEL,FEMALE,FR,SE F,50524,14.0344,10,,,1.0,,,,,,2023-04-24T12:18:18.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,274,Jack,BELLEGO,MALE,FR,V3 H,94821,26.3392,20,,,2.0,,,,,,2023-04-25T13:47:15.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,277,Franck,TOULLIC,MALE,FR,V2 H,109992,30.5533,30,,,3.0,,,,,,2023-04-26T13:40:28.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,279,Christelle,SIMMENAUER,FEMALE,FR,V2 F,79639,22.1219,18,,,1.0,,,,,,2023-04-25T09:58:41.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,282,Clement,CROS,MALE,FR,SE H,108034,30.0094,34,,,3.0,,,,,,2023-04-26T22:05:05.000+00:00,2023-04-23T08:30:10.000+00:00,1800,3
2023,286,Alan,CORSALETTI,MALE,FR,SE H,37649,10.4581,10,,,1.0,,,,,,2023-04-24T11:06:31.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,287,Mylene,COMBES FERRAND,FEMALE,FR,SE F,32642,9.0672,8,,,1.0,,,,,,2023-04-24T08:09:17.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,292,Monique,BASTY,FEMALE,FR,V4 F,83241,23.1225,28,,,2.0,,,,,,2023-04-26T09:45:26.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,295,Joel,JOLIVOT,MALE,FR,V2 H,129903,36.0842,30,,,3.0,,,,,,2023-04-26T14:37:55.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,304,Raynald,LORIN,MALE,FR,V2 H,146319,40.6442,34,,,3.0,,,,,,2023-04-26T22:19:39.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,305,Sebastien,GUITON,MALE,FR,V2 H,145648,40.4578,44,,,4.0,,,,,,2023-04-28T07:11:21.000+00:00,2023-04-23T08:30:10.000+00:00,0,4
2023,307,Patrice,GERARD,MALE,FR,V2 H,86820,24.1167,28,,,2.0,,,,,,2023-04-26T10:01:10.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,308,Gerard,SAUBIN,MALE,FR,V2 H,96565,26.8236,26,,,2.0,,,,,,2023-04-26T07:19:20.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,310,Erwan,NICOLLE,MALE,FR,V1 H,83192,23.1089,26,,,2.0,,,,,,2023-04-26T07:19:20.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,313,Lucie,MENARD,FEMALE,FR,V1 F,120865,33.5736,30,,,3.0,,,,,,2023-04-26T14:39:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,314,Chrislaine,PINSON,FEMALE,FR,V2 F,39638,11.0106,10,,,1.0,,,,,,2023-04-24T11:08:29.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,317,Andre,BLANC,MALE,FR,V1 H,53327,14.8131,12,,,1.0,,,,,,2023-04-24T13:55:41.000+00:00,2023-04-23T08:30:10.000+00:00,1800,1
2023,320,Arnaud,DELEPINE,MALE,FR,V2 H,49923,13.8675,12,,,1.0,,,,,,2023-04-24T13:48:59.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,328,Myriam,CAMBERLIN,FEMALE,FR,V2 F,100838,28.0106,26,,,2.0,,,,,,2023-04-26T07:19:20.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,331,Laurence,BLANCHARD,FEMALE,FR,V1 F,73700,20.4722,18,,,1.0,,,,,,2023-04-25T09:57:46.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,336,Fabrice,DELORME,MALE,FR,V1 H,116104,32.2511,34,,,3.0,,,,,,2023-04-26T22:07:54.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,338,Julie,CABRERA,FEMALE,FR,V1 F,88393,24.5536,20,,,2.0,,,,,,2023-04-25T12:16:49.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,348,Heliette,GARCIA FERNANDEZ,FEMALE,FR,V1 F,50367,13.9908,10,,,1.0,,,,,,2023-04-24T11:46:48.000+00:00,2023-04-23T08:30:10.000+00:00,1800,1
2023,351,Olivier,FEBVRE,MALE,FR,V3 H,71606,19.8906,18,,,1.0,,,,,,2023-04-25T09:21:39.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,353,Francis,GRONDIN,MALE,FR,V3 H,35849,9.9581,8,,,1.0,,,,,,2023-04-24T08:09:17.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,355,Mohamed,RHAMMAZ,MALE,MA,SE H,118476,32.91,30,,,3.0,,,,,,2023-04-26T13:21:39.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,363,Denis,HECHT,MALE,FR,V2 H,71897,19.9714,18,,,1.0,,,,,,2023-04-25T09:07:02.000+00:00,2023-04-23T08:30:10.000+00:00,7200,1
2023,370,Ali,BENDJELLOUL,MALE,FR,V3 H,54776,15.2156,12,,,1.0,,,,,,2023-04-24T13:59:09.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,374,Didier,DURAND,MALE,FR,V3 H,135675,37.6875,32,,,3.0,,,,,,2023-04-26T17:49:34.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,375,Adeline,GOURDON PORCHER,FEMALE,FR,SE F,22779,6.3275,4,,,1.0,,,,,,2023-04-23T14:49:49.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,376,Florence,JOLIVOT,FEMALE,FR,V2 F,129906,36.085,30,,,3.0,,,,,,2023-04-26T14:37:53.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,382,Jerome,FERIAUD,MALE,FR,V2 H,68428,19.0078,26,,,2.0,,,,,,2023-04-26T07:19:20.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,384,Samantha,ROQUES,FEMALE,FR,V2 F,62201,17.2781,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,385,William,ROQUES,MALE,FR,V2 H,51552,14.32,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,386,Andre,JOERGER,MALE,FR,V4 H,112207,31.1686,28,,,2.0,,,,,,2023-04-26T10:24:46.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,389,Laurent,STOLLA,MALE,FR,V2 H,9172,2.5478,2,,,1.0,,,,,,2023-04-23T11:03:02.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,390,Celine,OLIVA,FEMALE,FR,V2 F,142597,39.6103,34,,,3.0,,,,,,2023-04-26T21:10:18.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,395,Benoit,ORNAQUE,MALE,FR,V1 H,117235,32.5653,28,,,2.0,,,,,,2023-04-26T10:22:23.000+00:00,2023-04-23T08:30:10.000+00:00,1800,2
2023,402,Bertrand,ALEXANDRE,MALE,FR,V1 H,54705,15.1958,12,,,1.0,,,,,,2023-04-24T15:10:34.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,403,Jean Pierre,GERMAIN,MALE,FR,V3 H,56159,15.5997,12,,,1.0,,,,,,2023-04-24T14:42:20.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,405,Jens,MARIE,MALE,FR,V1 H,91410,25.3917,26,,,2.0,,,,,,2023-04-26T07:19:20.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,407,Sylvain,GHARBI,MALE,FR,V1 H,74684,20.7456,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,409,David,LANDRY,MALE,FR,V2 H,119079,33.0775,30,,,3.0,,,,,,2023-04-26T13:25:44.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,415,Eric,BERNAUD,MALE,FR,V2 H,221384,61.4956,46,,,4.0,,,,,,2023-04-28T12:44:14.000+00:00,2023-04-23T08:30:10.000+00:00,0,4
2023,416,Valerie,ANGOT,FEMALE,FR,V2 F,61099,16.9719,12,,,1.0,,,,,,2023-04-24T15:22:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,419,Bruno,CAZENAVE,MALE,FR,V2 H,65550,18.2083,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,424,Jean Pierre,MESNAGE,MALE,FR,V4 H,43348,12.0411,10,,,1.0,,,,,,2023-04-24T11:49:33.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,426,Pascal,RICHARD,MALE,FR,V1 H,63532,17.6478,18,,,1.0,,,,,,2023-04-25T09:25:27.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,435,Yann,MANCHERON,MALE,FR,V2 H,73456,20.4044,20,,,2.0,,,,,,2023-04-25T12:25:26.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,436,Nathalie,DES ISNARDS,FEMALE,FR,V2 F,137029,38.0636,34,,,3.0,,,,,,2023-04-26T20:30:29.000+00:00,2023-04-23T08:30:10.000+00:00,7200,3
2023,439,Rafael,MARTINEZ GARCIA,MALE,ES,V2 H,54930,15.2583,12,,,1.0,,,,,,2023-04-24T14:58:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,441,Sabine,ESTAQUE,FEMALE,FR,V1 F,51397,14.2769,12,,,1.0,,,,,,2023-04-24T14:13:26.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,444,Jean Noel,GELLI,MALE,IT,V2 H,62736,17.4267,18,,,1.0,,,,,,2023-04-25T08:55:46.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,445,Arnaud,GOUDE,MALE,FR,V1 H,103949,28.8747,28,,,2.0,,,,,,2023-04-26T10:11:58.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,450,Christelle,ALLIAUME,FEMALE,FR,V1 F,59704,16.5844,18,,,1.0,,,,,,2023-04-25T08:56:59.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,451,Audrey,METZ,FEMALE,FR,SE F,110584,30.7178,28,,,2.0,,,,,,2023-04-26T10:02:43.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,453,Sophie,DUMONT,FEMALE,FR,V3 F,117540,32.65,28,,,2.0,,,,,,2023-04-26T10:28:26.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,454,Maelan,DAHYOT,MALE,FR,SE H,59703,16.5842,18,,,1.0,,,,,,2023-04-25T08:56:59.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,457,Pascal,MARTIN,MALE,FR,V1 H,85684,23.8011,20,,,2.0,,,,,,2023-04-25T12:56:42.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,462,Maria,SEMERJIAN,FEMALE,FR,V1 F,92298,25.6383,32,,,3.0,,,,,,2023-04-26T14:56:13.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,465,Eliott,SAGEAT,MALE,FR,SE H,59804,16.6122,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,475,Carole,VINATIER RICHARD,FEMALE,CH,V2 F,47399,13.1664,10,,,1.0,,,,,,2023-04-24T11:34:25.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,480,Adrian,DERUNGS,MALE,CH,V1 H,44839,12.4553,10,,,1.0,,,,,,2023-04-24T11:09:13.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,484,Marc,BRUN,MALE,CH,V2 H,133977,37.2158,34,,,3.0,,,,,,2023-04-26T22:09:33.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,489,Sirio,FORABOSCO,MALE,IT,V1 H,105172,29.2144,30,,,3.0,,,,,,2023-04-26T13:27:07.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,491,Samuel,NOVA,MALE,DK,V2 H,80109,22.2525,18,,,1.0,,,,,,2023-04-25T09:32:57.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,495,Samuel,MARCHAND,MALE,CH,SE H,69145,19.2069,28,,,2.0,,,,,,2023-04-26T09:55:27.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,497,Christoph,OSWALD,MALE,CH,V3 H,54740,15.2056,18,,,1.0,,,,,,2023-04-25T09:12:08.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,504,Christian,PEZZONI,MALE,CH,V1 H,153024,42.5067,34,,,3.0,,,,,,2023-04-26T22:00:24.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,505,Sacha,RHONER,MALE,CH,V1 H,104212,28.9478,28,,,2.0,,,,,,2023-04-26T10:21:26.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,515,Fabrice,RICHA,MALE,FR,V2 H,77530,21.5361,20,,,2.0,,,,,,2023-04-25T12:26:50.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,518,David,BESSIERES,MALE,FR,V2 H,79722,22.145,18,,,1.0,,,,,,2023-04-25T09:14:34.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,524,Anna,MCDONALD,FEMALE,GB,V1 F,160719,44.6442,36,,,3.0,,,,,,2023-04-27T02:39:47.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,525,Scott,GRANT,MALE,AU,V1 H,32290,8.9694,10,,,1.0,,,,,,2023-04-24T11:05:23.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,535,John,LINDSAY,MALE,AU,V4 H,169711,47.1419,36,,,3.0,,,,,,2023-04-27T03:36:13.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,538,Richard,CASTLES,MALE,AU,V2 H,160983,44.7175,36,,,3.0,,,,,,2023-04-27T03:39:34.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,541,Jacques,VAN TONDER,MALE,AU,V2 H,29928,8.3133,6,,,1.0,,,,,,2023-04-23T16:48:58.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,545,Grant,MUNRO,MALE,NZ,V2 H,125787,34.9408,34,,,3.0,,,,,,2023-04-26T20:38:19.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,546,David,CARTWRIGHT,MALE,NZ,V2 H,94482,26.245,28,,,2.0,,,,,,2023-04-26T09:39:01.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,547,Darren,STONE,MALE,NZ,V1 H,91277,25.3547,26,,,2.0,,,,,,2023-04-26T07:19:20.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,551,Austin,MORTIMER,MALE,NZ,V2 H,31120,8.6444,10,,,1.0,,,,,,2023-04-24T10:44:06.000+00:00,2023-04-23T08:30:10.000+00:00,1800,1
2023,553,Andro,BESIC,MALE,NZ,V3 H,142156,39.4878,32,,,3.0,,,,,,2023-04-26T19:19:25.000+00:00,2023-04-23T08:30:10.000+00:00,1800,3
2023,557,Andreas,SIX,MALE,AT,V1 H,32985,9.1625,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,561,Victoria,VOELKER,FEMALE,DE,SE F,52756,14.6544,12,,,1.0,,,,,,2023-04-24T14:50:15.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,562,Stefan,MATESCHKE,MALE,DE,V2 H,42710,11.8639,12,,,1.0,,,,,,2023-04-24T13:38:06.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,565,Christof,KUEHNER,MALE,DE,V2 H,67192,18.6644,26,,,2.0,,,,,,2023-04-26T07:19:20.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,566,Sascha,NEBLING,MALE,DE,V2 H,67410,18.725,18,,,1.0,,,,,,2023-04-25T09:14:27.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,568,Kristin,KUNZ,FEMALE,DE,V2 F,24235,6.7319,4,,,1.0,,,,,,2023-04-23T15:14:05.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,569,Regina,BARDOWICKS,FEMALE,DE,V2 F,117717,32.6992,28,,,2.0,,,,,,2023-04-26T10:40:13.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,576,Matthias,DIEDRICH,MALE,DE,V2 H,61576,17.1044,12,,,1.0,,,,,,2023-04-24T15:10:57.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,577,Simone,DIEDRICH,FEMALE,DE,V2 F,58031,16.1197,12,,,1.0,,,,,,2023-04-24T14:59:31.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,578,Daniel,SCHOLZE,MALE,DE,V1 H,45585,12.6625,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,579,Robert,DIETRICH,MALE,DE,V1 H,70932,19.7033,18,,,1.0,,,,,,2023-04-25T09:35:40.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,580,Juergen,KUNZ,MALE,DE,V3 H,9597,2.6658,2,,,1.0,,,,,,2023-04-23T11:10:07.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,582,Herve,SERRETTE,MALE,FR,V2 H,10135,2.8153,2,,,1.0,,,,,,2023-04-23T11:19:05.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,584,Martin Fernandez,STEIN,MALE,NL,V1 H,38017,10.5603,10,,,1.0,,,,,,2023-04-24T11:39:25.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,586,Prodypto,SARBADHIKARI,MALE,CA,V2 H,38855,10.7931,12,,,1.0,,,,,,2023-04-24T12:29:11.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,587,Vicki,TOLTON,FEMALE,CA,SE F,71279,19.7997,18,,,1.0,,,,,,2023-04-25T09:33:14.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,590,Eric,GINET,MALE,FR,V2 H,70729,19.6469,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,591,Andrew,DARGIE,MALE,CA,SE H,73069,20.2969,18,,,1.0,,,,,,2023-04-25T10:02:39.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,592,Steven,HUYNH,MALE,CA,SE H,72999,20.2775,18,,,1.0,,,,,,2023-04-25T10:02:40.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,593,Marion,GINET RAFFIN,FEMALE,FR,V1 F,33168,9.2133,8,,,1.0,,,,,,2023-04-24T08:09:17.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,598,Lenin,CRUZ,MALE,CA,V1 H,172185,47.8292,36,,,3.0,,,,,,2023-04-27T05:31:59.000+00:00,2023-04-23T08:30:10.000+00:00,7200,3
2023,600,Michael,WILLIAMS,MALE,CA,V1 H,46868,13.0189,10,,,1.0,,,,,,2023-04-24T11:15:15.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,616,Kristina,KALLUR,FEMALE,SE,V2 F,65278,18.1328,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,617,Nina,STEIN,FEMALE,DE,V1 F,26921,7.4781,8,,,1.0,,,,,,2023-04-24T08:09:17.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,621,Gunnar,OLSSON,MALE,SE,V5 H,57210,15.8917,12,,,1.0,,,,,,2023-04-24T15:10:51.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,625,Erwin,DE PUTTER,MALE,NL,V2 H,58245,16.1792,18,,,1.0,,,,,,2023-04-25T10:39:23.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,631,Bart,GUNST,MALE,BE,V2 H,106893,29.6925,32,,,3.0,,,,,,2023-04-26T16:49:07.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,633,Christian,DE COCK,MALE,BE,V2 H,134174,37.2706,36,,,3.0,,,,,,2023-04-26T23:28:44.000+00:00,2023-04-23T08:30:10.000+00:00,7200,3
2023,635,Olivier,VAN MALLEGHEM,MALE,BE,V3 H,69440,19.2889,20,,,2.0,,,,,,2023-04-25T11:45:51.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,637,Abdlhadi,AMRANI,MALE,BE,V2 H,53957,14.9881,12,,,1.0,,,,,,2023-04-24T13:36:21.000+00:00,2023-04-23T08:30:10.000+00:00,5400,1
2023,639,Bart,LOUWAGIE,MALE,BE,V2 H,84776,23.5489,20,,,2.0,,,,,,2023-04-25T12:21:43.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,640,Kenji,EGGERS,MALE,BE,SE H,93549,25.9858,30,,,3.0,,,,,,2023-04-26T11:28:07.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,643,Rudolf,HAEGENS,MALE,BE,V3 H,9899,2.7497,2,,,1.0,,,,,,2023-04-23T11:15:09.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,645,Stephen,THUET,MALE,BE,V2 H,52039,14.4553,12,,,1.0,,,,,,2023-04-24T14:17:10.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,649,Lenny,JANSSENS,MALE,BE,V1 H,61306,17.0294,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,1800,1
2023,654,Frank,CORNELIS,MALE,BE,V2 H,49476,13.7433,10,,,1.0,,,,,,2023-04-24T12:02:30.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,655,Marie,ESTERHAZY,FEMALE,CA,SE F,57572,15.9922,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,656,Nicholas,ESTERHAZY,MALE,CA,V3 H,57576,15.9933,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,657,Manuela,SOCCOL,FEMALE,BE,SE F,15689,4.3581,8,,,1.0,,,,,,2023-04-24T08:09:17.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,660,Frank,BOLLEN,MALE,BE,V1 H,26517,7.3658,8,,,1.0,,,,,,2023-04-24T08:09:17.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,669,Paul,MCCARTHY,MALE,GB,V2 H,38571,10.7142,10,,,1.0,,,,,,2023-04-24T10:58:39.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,679,Rene,GROSBUSCH,MALE,LU,V3 H,121308,33.6967,30,,,3.0,,,,,,2023-04-26T13:38:55.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,681,Mads,HEINKOV,MALE,DK,V1 H,84665,23.5181,28,,,2.0,,,,,,2023-04-26T09:54:13.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,683,Gitte,JENSEN,FEMALE,DK,V3 F,87308,24.2522,20,,,2.0,,,,,,2023-04-25T12:57:47.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,685,Catharina,SOE,FEMALE,DK,V1 F,81990,22.775,28,,,2.0,,,,,,2023-04-26T09:51:08.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,686,Thomas Ryaa,RASMUSSEN,MALE,DK,V1 H,78006,21.6683,28,,,2.0,,,,,,2023-04-26T09:53:55.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,689,Bent,LORENTZEN,MALE,DK,V2 H,68398,18.9994,18,,,1.0,,,,,,2023-04-25T09:16:57.000+00:00,2023-04-23T08:30:10.000+00:00,7200,1
2023,690,Mads,JENSEN,MALE,DK,V1 H,64702,17.9728,30,,,3.0,,,,,,2023-04-26T10:47:47.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,693,Hugh,FITZPATRICK,MALE,FI,V1 H,104865,29.1292,26,,,2.0,,,,,,2023-04-26T07:19:20.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,694,Stephen,LAW,MALE,GB,V3 H,63699,17.6942,12,,,1.0,,,,,,2023-04-24T15:31:58.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,695,Annastiina,HINTSA,FEMALE,FI,SE F,66664,18.5178,18,,,1.0,,,,,,2023-04-25T09:45:14.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,699,Ingelin,CLAUSEN,FEMALE,NO,V2 F,54410,15.1139,26,,,2.0,,,,,,2023-04-26T07:19:20.000+00:00,2023-04-23T08:30:10.000+00:00,7200,2
2023,708,Luca,SAPORITI,MALE,IT,SE H,47280,13.1333,12,,,1.0,,,,,,2023-04-24T13:58:18.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,712,Gianpaolo,DARSIE,MALE,IT,V4 H,9340,2.5944,2,,,1.0,,,,,,2023-04-23T11:05:50.000+00:00,2023-04-23T08:30:10.000+00:00,3600,1
2023,714,Hugo,TORRES,MALE,FR,V1 H,76921,21.3669,20,,,2.0,,,,,,2023-04-25T12:12:29.000+00:00,2023-04-23T08:30:10.000+00:00,0,2
2023,715,Casper,LARSEN,MALE,DK,SE H,119379,33.1608,34,,,3.0,,,,,,2023-04-26T20:12:46.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,717,Aurelio,LAZZARINI,MALE,IT,V2 H,41288,11.4689,12,,,1.0,,,,,,2023-04-24T12:45:50.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,721,Marco,LODI,MALE,IT,V2 H,62854,17.4594,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,728,Paolo,ZUBANI,MALE,IT,V4 H,10076,2.7989,2,,,1.0,,,,,,2023-04-23T11:18:06.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,729,Luigi,FANELLI,MALE,IT,V2 H,126632,35.1756,32,,,3.0,,,,,,2023-04-26T16:57:17.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,732,Serhii,KHRYPKOV,MALE,UA,V1 H,70742,19.6506,16,,,1.0,,,,,,2023-04-25T07:04:03.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,757,Tiberius,TODERASCU,MALE,RO,V1 H,38395,10.6653,10,,,1.0,,,,,,2023-04-24T10:49:56.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,761,Luis,MATTOS DE FREITAS CARNEIRO,MALE,BR,V2 H,36501,10.1392,12,,,1.0,,,,,,2023-04-24T12:32:17.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,774,Javier,CARO,MALE,ES,V1 H,102077,28.3547,30,,,3.0,,,,,,2023-04-26T13:06:30.000+00:00,2023-04-23T08:30:10.000+00:00,0,3
2023,779,Antonio,MARIN,MALE,ES,SE H,95834,26.6206,34,,,3.0,,,,,,2023-04-26T17:47:35.000+00:00,2023-04-23T08:30:10.000+00:00,1800,3
2023,805,Joel,MARTINEZ,MALE,ES,V1 H,26909,7.4747,8,,,1.0,,,,,,2023-04-24T08:09:17.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
2023,808,Carlos,GUERREIRO COELHO,MALE,PT,V3 H,46007,12.7797,12,,,1.0,,,,,,2023-04-24T13:39:15.000+00:00,2023-04-23T08:30:10.000+00:00,0,1
